reviewText,Positive
"This app was OK but the paid version still has ads, just in different forms. What's worse, now that I've uninstalled it, Amazon won't remove it from my list, a constant reminder that I should never have downloaded this app.",0
this game was hard to download.it would be easier if it was easier.but I love that the game was free.,0
"This is the stupidest game so far, not even my Grandkids like it, and to thik I paid money for it  ugh.",0
"though this would be fun but is boring gets old fast with , no challenge  can't see the what the whole buzz is about",0
Too technical for me. I got so upset that I removed it from my unit in favor of games I like.,0
"Unless you are 7 years old , this is a very boring and hard to manuver application. The game is redundant",0
Using birds to kill is just plain sickmy 3 year old loved it and started &#34;killing&#34; things in his play time,0
"We all love the beloved angry birds characters but this app gets really old I mean really old, its fun the first couple of times but everyone has shirts of it youtube videos of it,I mean really this has a terrible lasting appeal",0
"Who are these 20 godless inbred bafoons giving this game 1 star, that is probably the score of there I. Q.  Lol just kidding, but seriously this is a great game, very good pass time, and your kids will love it. If there is any good catapult castle games ",1
"why do these apps appear on my device if I DON'T CHOOSE THEM?stop doing this it's very ANNOYING, I'm ready to return my Kindle if this keeps up!!",0
"Wouldn't load on my Trio 4.3&#34; tablet.  I can't say I hate or like it.  Perhaps I'll try again later when I get my dream tablet, a 7&#34; Samsung Galaxy Tab 3.",0
Angry birds is so boring all you do is knock down the pigs and then the birds are doing flops and stuff it's stupid.,0
cant install on kindle fire files been corupted witch is bs i cant play my game this game needs to die.  i know bs rovio fix it if you can please.,0
"Didn't like this game. Can't see what all the hipe is about. Took off ""Kindle Fire"" after a two wk.trial period.",0
Don't like it really boring game. probably won't play ever again. buy you sure ask for a lot of words for a review.,0
free game added to kindle over Christmas - has been deleted - alredy had it and was added again. thanks,0
.I don't get why the birds angry.I don't get why everyone likes it. its not that fun of game.,0
i dont like it.  it stinks. it takes so much to make the stupid pigs die. they dont die quick enough. and the birds NEVER go where i want the to go. it is so frustrating that sometimes i want to throw my kindle across the room.  you can do better rovio. ,0
I don't like it so I say if you get it you are either so addicted you don't have a life or you got it for when there is almost nothing else to do or it is for a sinking or you are almost dead or you are dead oh ya also I just like posting random reviews,0
"I don't understand all the high reviews or the great love people have for this game. I'm glad I didn't waste my money on the 99 cent version because I wouldn't buy it at 5 cents. It doesn't take any thought or skill and hasn't any entertainment value, ne",0
I don't under stand what the big deal is about this game my dad loves it and my brothers both like it but I don't under stand but whatever,0
I don't understand why this game is as popular as it is. I found it silly and boring. what is all the hype about?,0
I doundt think there should be a fee to use the mighty ehgle so I rate it a zero star ...... you,0
I guess you can tell by the title that I'm not that young. I don't have a clue what this is all about.It's not relevant to anything I do!,0
I hate this app so much it stinks so I deleted it  all you do is shoot an ugly bird to kill pigs.  REALLY ROVIO???,0
"I thought this was going to be the best game ever but it was boring. The characters are really cute, but it's the same thing over and over again. Fling the bird, try to smash a pig. Maybe it's just a quirk, but it's so SLOW. It takes ten to fifteen secon",0
"It might seem fun at first but,after awhile it gets totally boring.I got ,my kindle for X-mas,and this was my first app.but,as I said.....it might seem fun at first.worst app ever.",0
"It's not the regular version, so I don't like it or use it.  Perhaps an Angry Bird afficionado will like it.",0
"It was ok for the first few rounds which presented a challenge, but id like to be able to win a couple rounds...?",0
I used to love this game now its so boring its so 3 years ago I don't get why Ppl still have this game they gotta make this game more exciting not just u defeate,0
IvV GIVEN YOU THE NEWS OF BLOCK STORY A OPEN SAND BOX GAME ITS LIKE MINE CRAFT WITH A RPG TWIST AND HAS A GREAT WEBSITE WITH LOTS OF PEOPLE TO ANSWER YOU QUESTIONS.,0
Mostly kids game and it gets boring after a while Not a good game for very young kids as it teaches them to be aggressive and angry,0
Omb! I am in love with this game! NOT!!!! This game gets SOOOOOO BOOOORING after like the first two levels! WTF? This is really what everyone was &quot;so excited&quot; about? Well I don't know what they see in this game. Its so boring.,0
The grandchildren like it and it keeps them busy during grocery shopping but I don't get what the big rage is all about.,0
This app is just plain boring all you do is kill pigs(disappointed).What is the point of this app???DO NOT GET THIS APP!!!!!!,0
this tame is soooooo boring. Even though it is free it is not a good buy.  :( all u do is fling birds @ buildings.,0
Too many pop ups in trying to play the game!!! Very frustrating when trying to play then have to deal with the pop ups.,0
"TURN OFF WIFI AND NO ADS, , , , ,  , ,  , , , , , , , , ,",0
Why does this game have death in it? It is not the best game for children! Children shouldn't be playing games like that! I really don't like this app!,0
"You know, this whole phase is killing the handheld gaming industry. No longer will casuals get the new handheld, no... They just play their terrible slingshot game on their phone and that's enough for them. And you know what, I don't really care about th",0
and extremely fun. The ads aren't bad and don't interfere with the playing at all. I can't believe I waited this long to get it.,1
Angry birds is the best! Best part is that you can still play Angry Birds with out having to be hooked up to Internet. Love love this game!!,1
As with all the angry bird games this is a great game for anyone.  It is challenging and fun as well as a learning tool.,1
"Buy the ad free. Worth the pennies it costs. Love Angry Birds! Developers are geniuses. Fun, fun game to play alone or with someone else.",1
"Free and fun, what could be better?  I enjoy playing Angry Birds on PS3 so I had to have this app for my Kindle, it's a nice mini version.",1
"Free and fun, what could be better?  The birds are angry, it's everything I expected, and anyway, those pigs had it coming!",1
gives me a chance to decompress in a silly way.  Love the complaining and cheering they do when each level is either won or lost.,1
"good and fun game, i purchased this game from amazon.com i dont have it on my phone so i just downloaded it to my kindle",1
great app highly recommend very easy to use or navigate a must have for very kindle owner very fun to play,1
I am addicted to this game. Lots of fun. Sometimes one needs a mindless game to play and relax from the normal everyday toils.,1
"if you don't know what this series of games is, then it won't do any good trying to explain it to you.  Find someone with a tablet / smartphone, or even a roku xs, and become addicted to solving the puzzles.",1
I have never played Angry Birds. I uploaded this on my Kindle Fire and it is very fun to play on! Even though the levels get really hard but I totally reccomend this and its also free so your getting a good deal here. :),1
I love angry birds; I have all of the AB games on my kindle fire hd. The original is my favorite!,1
"I love angry birds its really addicting, and i love that it has differnt ways to play the game. Love it",1
I play this games almost every day.  Got some updates that make it a new experience.  Waiting for more updates.  But the ads are getting in my way.,1
"It allows a good progression in levels, has great sound affects and is fun.  I love playing it.  I mean, pigs and birds, how fun is THAT.",1
It is really fun to play and increase skills and make it more harder at each level but it is really fun to play.,1
"Its Angry Birds, very addictive game. Easy to play, very fun, very addictive.Still improving my game, but son already surpassed me a long time ago.",1
I've allways hear about angry birds games but never play it before till now its fun to play. I like it.,1
"My daughter has this on her ipod so when she got her Kindle Fire, she had to have it on there as well!  Loves this game!",1
My grandson has this and I like to play on his Hook.  And when I got my Kindle I wanted it too so I will enjoy it. And it was free. Free makes a difference.,1
Never had played this before but love it.  Would recommend this for anyone with some idle time looking for a good game.,1
Purchased this for my Grand Kids and this game is really loved by them they beat me at every game.,1
So much fun.it's makes me laugh when I hear the pigs making the noises...they smile at you though when you don't beat the level.like they are mocking you...lol,1
"The goal is to take the various birds who have various actions,  and stretch them back on their rubber band,  and aim it at the green pigs, and knock them out!!!",1
"the graphics, movements... everything overall is smooth. there isn't a glitch in sight. and ads? what ads!? for most of your game play you wont notice them, and when they do pop up every once in a while, they creep up unnoticed in a tiny space on the top",1
This game is great the hole family play's it and we are not young people.My sister started it and then got me started and we are in our 80's my brother is in his 70's and guess what can't stop him so I would say it's quite A game.,1
This game works great and has no running problems. I also love that my kids love it and there are no bad or evil images to worry about.,1
This was the first game app that I downloaded for my kindle fire and it is the app that I continuously go back to and play the most. Many free apps that I download usually get uninstalled very quickly....not angry birds! Great way to pass some time. The ,1
got this kindle fire for Christmas. trying to download free angry birds and it is not working. started to down load over 2 hours ago. an it is only at 2 percent still. piece of crap:(,0
I do not care for this game I think it is a boring game and very very pointless :kindle fire,0
"Its hard to control. Adjusting my fingertip up and down on the screen seems to do nothing and it launches birds when it feels this is required, not when I do. Sometimes completely ignores my attempt to launch entirely.",0
My husband downloaded this and I still don't see the point of this game.  Why is it so popular?  I mean my kids are playing it and they don't get what is going on.  Only that you get to fling birds at pigs?  WHY,0
not good...games bad...not good ffor kids...they r throwing birds! really people...sue them dumb people! sue who made Angry birds. xhhshsjsjsnsn shshs,0
Played once and then the app would not load because of the add. DELETED IT Would not load or run.,0
this game has to many unbeatable. parts it absolutely ducks 1star eeeeeeeeeeeeeeeeeeeeeeeeeeeeeewwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww! !!!!!!!!!!!!how can you people waste yo stupid app space 4 dis,0
This is probably one of the most popluar games I've ever played. And to be honest. The first time I played it I thought nothing of it.Just a game where you fling a thing at a thing. Sounds extremely dismissive and cynical but there it is.I sort of grew u,0
"Simple to learn but difficult to master is usually a great sign of game design.  Requires certain amount of thinking and not just finger gymnastics. Much easier to play on a larger screen.On a Dell Streak, need to remove the SD card before installing or ",1
fun game till an ad blocks the screen or some stupid film ad livid you off the game and you lose a shot,0
"the game is very good. But if you install this over your other one with ads it will delete everything , all complete levels and unlocks.It deleted all my progress.",0
This game sucks you do the same lame thing all over again and again. yeah&hellip; you get different birds with different powers&hellip; but its so boring. Most people can say 'it was fun for a minute's but&hellip; on this game&hellip; sadly&hellip; I can,0
i dint understand why everyone is obsessed with this stupid game! it gets too hard and nobody will ever wanna play it. the red bird dosnt even do anything. bottom line.. this sucks dont waste your time dowloding this or the space on your device.,0
it's quite boring. I don't get the hype about it. those stupid birds go exactly where I DON'T want them to go. I aim it all right and they just fail. I'm glad this is a free version I wouldn't buy it but some other people might somehow get some fun out o,0
"I'm not a big game player on my phone. I have a rockin PC with a 19&quot; monitor for game play. So, when I say Angry Birds is good, I really mean it. Fun, addicitive and challenging enough to keep the player interested... without making it impossible to",1
Who doesn't likel the birds!  These guys are fun to watch and play. I love the various levels and designs created for the characters. Can't wait to see/play future games.,1
If I need to waste ten minutes just waiting for someone this is a great game. It can get addicting.,1
A game like this for free what a steal get it I promise you won't be disappointed robin is the best and never disappoint.,1
"easy to play and understand, characters are cute, the game is colorful, i like that you are able to do the level over and over until you pass",1
"Once you try it, it can be addictive.  And you definitely cannot beat the price.  I have to put it away, or I don't get my daily chores completed.",1
"It is the standard and original version of the game.  Many levels, lot of challenge.  Easy to play with no lag or issues with loading.  Works just like it should.",1
I am very addicted to angry birds! This is a great app and work perfect on my kindle fire! Its free and that is a plus too!,1
"The one that started it all, Angry Birds ground breaking, LOL game. No tablet is complete without it. Get it, not because you want it or like it, but because every one and their dog has it.",1
I love this game.It was worth the wait of downloading it. It would not let me get it til I registered a gift card/credit card.Every age can enjoy it.,1
"I downloaded this to my son's Nabi Jr, it's one of his favorite games.  He has all the angry birds free apps downloaded and can play them better than most adults at only 5 years old.",1
Good for all ages! Tho it does definitely get harder the further you make it into the game. Very fun,1
Well besides the fact I love angry birds it's fun and cool plus it's many levels for free. It's not disappointing,1
"Free Angry Birds... Just amazing, funny and with many different (and complicated) levels to spent your time. Just like every Angry Birds game.",1
"As with all the angry birds games, this one is fun and addictive. Free version is ad supported which can make it slower on older phones. . .",1
Great game and helped me pass the time. Wish there were more levels but I can't complain for a free game.,1
Angry birds. I like em. I get em. I play em. I get more when they come out. word word,1
This was fun. It took a while to know certain things down. But I got eventually got my money's worth.,1
"Very addicting game for ages 3 and up. It was funny when my son first tried it, he sent the birds backwards, now, he is good at the challenges and plays to other levels. I was hesitant about the game and was glad I finally checked it out and discovered h",1
It's fun and easy to do. Some levels are difficult but it is very addictive. One of the best games out there.,1
This was a free app so i was shocked to see that all of the levels are included on this.  Lots of hours to play on this.,1
"This game has kept me entertained for WEEKS. I must admit, I was reluctant to jump on the 'Angry Birds' wagon, but I am ever so glad I did! This is a clever, if simple game (sometimes those are the best) and while they offer upgrades and unlocks if you p",1
I love this game=] There's nothing I don't like about this game. I first tried Angry Birds on my mom's phone and I was immediately hooked.,1
Thank u for making this app!! Its sooooooo addicting!! That's why I love it! &lt;3&rarr;&hearts;!! I reccomend this app to anyone that wants to waste time playing games&hellip; 5&#9733;'s,1
Same addicting game that caused me to drain my phone battery so many times. The larger screen on the Kindle makes it a bit easier and that's why I got it.,1
"I ran down the battery on my daughter's phone, found three versions for my PC, and now have two games on my Fire.  They are all great fun, almost addictive, a great time-waster - but still great fun especially for a free game that last for hours and hour",1
I choose a 5 star rating because my son enjoys playing angrybirds and he has not complained about how it works. would recommend to all.,1
"I love it! My kids love it. My wife hates it, but she's a Luddite so that doesn't count. Very addictive game.",1
"It has been such a long time since I downloaded this onto my kindle, I cannot remember if its the original or not?! Either way, its an angry birds game so you know its great!",1
I think that my 5 year old loves this game the most of all of us in the family. She always says Bingo when she gets the high score in a level. I would recommend this game to one and all!!,1
Love this game great stress reliever...Love the display on kindle fire. I play for hours and over time I try to better my scores by going back and replaying the levels.,1
"love to play this game on regular computer,  My eye sight is not good so can't play on phone but sure can play it on the computer.",1
My two-year-old loves this game because they have a little videos at the end and she allowed to watch these little mini cartoons of Angry Birds and it's just fabulous so thank you,1
"Something very soothing about the music of angry Birds, it is wacky and funny but mostly addictive.  Why are they so angry? it is a fun game.",1
Such an addictive game.  Me and my whole family love this game!  You play by yourself and try to clear the level.  Its fun to see how you stack up against your friends and family.  Sometimes we play where you get 2 tries to clear the board then you hand ,1
This game is addictive. I quite playing it when the ads started popping up so much but the grand kids play it often.  They are ad immune I think.,1
this is great for my childs kindle. it keeps her occupied and fills the time while we're travelling and at home,1
"What can be said about Angry Birds.  Its a game everyone loves, and its so addicting!!  Would recommend to anyone with kindle.",1
it is so great to play on my fire! the bigger screne and everthing haha. dont pay 99&cent; just to remove a few adds. not even all the adds! they are just tiny little blips in the top corner. get it get it get it!,1
The one that started it all!! Rovio has done a great job with this concept. Great time killer! Love it!,1
"This is a great game!  With it being a free game it does have some ads, however it is still a lot of fun to play on the Kindle Fire.",1
Theyve added a bunch more adds very anoying. Mi got it when it fisrt came out and now its uber adds.,0
who doesnt love this its addicting my wife wants a divorce over this game but im sticking with the birdies as an angry bird is better than an angry women great game,1
"More fun now that it's on the kindle!  Fun version, nothing like the original to have some good fun with birds!",1
I love angry birds so addicting. I love it love it love it. It worth the download too fun love it,1
We have enjoyed Angry Birds Free.  It has been a lot of fun for the whole family.  Easy to use!,1
"I love trying to beat this game. Kids can probably beat me at this. There is one I cannot beat. Hang'em high number 1. I haven't finished any of them, but I'll keep trying!",1
A real challenge.  I think my dad for the knowledge of construction he passed on to me.  Very helpful in collapsing those structures just to get to a frog.  Who wouldn't enjoy that?,1
My 4 year-old grandson absolutely loves it!  He plays it every time he visits me and it keeps him entertained!,1
"Most people think Angry Bird is just got the kids, try it you will love the challenge of getting to the next level. I find when I'm worried about something or I have to wait for an appointment it keeps my mind occupied.",1
"Measures your ability to project speed and location of the target, practice til you get it right, do not get angry, smile!",1
