year,month,text,PX_LAST
2019,5,"Sean Davis The Federalist: “Mueller proved his entire operation was a political hit job. Still ZERO evidence of Trump-Russia Collusion and no new evidence from Mueller.”  @TuckerCarlson @FoxNews,Congratulations to the @AF_Academy Class of 2019! https://t.co/A4Rxd1BsVn,Hard to believe that with the Crisis on the Border the Dems won’t do the quick and easy fix. Would solve the problem but they want Open Borders which equals crime!,Mexico has taken advantage of the United States for decades. Because of the Dems our Immigration Laws are BAD. Mexico makes a FORTUNE from the U.S. have for decades they can easily fix this problem. Time for them to finally do what must be done!,In order not to pay Tariffs if they start rising companies will leave Mexico which has taken 30% of our Auto Industry and come back home to the USA. Mexico must take back their country from the drug lords and cartels. The Tariff is about stopping drugs as well as illegals!,90% of the Drugs coming into the United States come through Mexico &amp; our Southern Border. 80000 people died last year 1000000 people ruined. This has gone on for many years &amp; nothing has been done about it. We have a 100 Billion Dollar Trade Deficit with Mexico. It’s time!,Saddened to hear about the loss of John Pinto a Navajo Code Talker in World War II over the Memorial Day Weekend. The Code Talkers are true American HEROES and John never stopped serving his fellow citizens as a longtime New Mexico State Senator. John Rest In Peace!,.@SeanHannity is having a DEEP STATE SHOW tonight on Fox News at 9:00 PM (E) exposing the tremendous abuse of power that has been uncovered. Tremendous guests a must see – Enjoy!,....on the basis of their sexual orientation. My Administration has launched a global campaign to decriminalize homosexuality and invite all nations to join us in this effort!,As we celebrate LGBT Pride Month and recognize the outstanding contributions LGBT people have made to our great Nation let us also stand in solidarity with the many LGBT people who live in dozens of countries worldwide that punish imprison or even execute individuals....,GREAT NEWS! #MAGA https://t.co/91Yk8B11bP,I will be announcing my Second Term Presidential Run with First Lady Melania Vice President Mike Pence and Second Lady Karen Pence on June 18th in Orlando Florida at the 20000 seat Amway Center. Join us for this Historic Rally! Tickets: https://t.co/1krDP2oQvG",2752.06
2019,5,"The Greatest Presidential Harassment in history. After spending $40000000 over two dark years with unlimited access people resources and cooperation highly conflicted Robert Mueller would have brought charges if he had ANYTHING but there were no charges to bring!,....say he fought back against this phony crime that didn’t exist this horrendous false acquisition and he shouldn’t fight back he should just sit back and take it. Could this be Obstruction? No Mueller didn’t find Obstruction either. Presidential Harassment!,Russia Russia Russia! That’s all you heard at the beginning of this Witch Hunt Hoax...And now Russia has disappeared because I had nothing to do with Russia helping me to get elected. It was a crime that didn’t exist. So now the Dems and their partner the Fake News Media.....,....say he fought back against this phony crime that didn’t exist this horrendous false accusation and he shouldn’t fight back he should just sit back and take it. Could this be Obstruction? No Mueller didn’t find Obstruction either. Presidential Harassment!,Russia Russia Russia! That’s all you heard at the beginning of this Witch Hunt Hoax...And now Russia has disappeared because I had nothing to do with Russia helping me to get elected. It was a crime that didn’t exist. So now the Dems and their partner the Fake News Media.....,Russia Russia Russia! That’s all you heard at the beginning of this Witch Hunt Hoax...And now Russia has disappeared because I had nothing to do with Russia helping me to get elected. It was a crime that didn’t exist. So now the Dems and their partner the Fake News Media.....,....say he fought back against this phony crime that didn’t exist this horrendous false accusation and he shouldn’t fight back he should just sit back and take it. Could this be Obstruction? No Mueller didn’t find Obstruction either. Presidential Harassment!,Congressman John Ratcliffe “The Trump Campaign clearly did not conspire or collude.” @FoxNews,“Comey and Brennan are turning on each other.”  @kilmeade,Robert Mueller came to the Oval Office (along with other potential candidates) seeking to be named the Director of the FBI. He had already been in that position for 12 years I told him NO. The next day he was named Special Counsel - A total Conflict of Interest. NICE!,Very sad to hear the news on the passing of my friend Senator Thad Cochran. He was a real Senator with incredible values - even flew back to Senate from Mississippi for important Healthcare Vote when he was desperately ill. Thad never let our Country (or me) down!,Just arrived in Colorado. Getting ready to deliver the commencement speech at the Air Force Academy graduation. Very exciting - probably will be broadcast live on TV. They want good ratings!,RT @WhiteHouse: Thank you to all of the brave men and women graduating from the United States Air Force Academy today! “You could have ch…,RT @WhiteHouse: “You are ready to fly fight and win!” — President Donald J. Trump https://t.co/w6aWnp8K88,Yesterday Border Patrol agents apprehended the largest group of illegal aliens ever: 1036 people who illegally crossed the border in El Paso around 4am. Democrats need to stand by our incredible Border Patrol and finally fix the loopholes at our Border! https://t.co/6K1rIUzorM,The Navy put out a disclaimer on the McCain story. Looks like the story was an exaggeration or even Fake News - but why not everything else is!,On June 10th the United States will impose a 5% Tariff on all goods coming into our Country from Mexico until such time as illegal migrants coming through Mexico and into our Country STOP. The Tariff will gradually increase until the Illegal Immigration problem is remedied..,....at which time the Tariffs will be removed. Details from the White House to follow.,I will be watching @AlanDersh on @IngrahamAngle at 10:00 P.M. He speaks the truth!,RT @TheHillOpinion: Shame on Robert Mueller for exceeding his roleRead the full story:https://t.co/lbU4at5q8EVia: @AlanDersh https://t…,RT @realDonaldTrump: How do you impeach a Republican President for a crime that was committed by the Democrats? WITCH-HUNT!",2788.86
2019,5,"Republicans cannot allow themselves to again lose the Senate seat in the Great State of Alabama. This time it will be for Six Years not just Two. I have NOTHING against Roy Moore and unlike many other Republican leaders wanted him to win. But he didn’t and probably won’t.....,...If Alabama does not elect a Republican to the Senate in 2020 many of the incredible gains that we have made during my Presidency may be lost including our Pro-Life victories. Roy Moore cannot win and the consequences will be devastating....Judges and Supreme Court Justices!,Nothing changes from the Mueller Report. There was insufficient evidence and therefore in our Country a person is innocent. The case is closed! Thank you.,RT @kayleighmcenany: “Now it’s time to turn to the origins of the Russia hoax and get to the bottom of why the Trump campaign was spied on…,RT @PressSec: White House Statement on Mueller statement today: https://t.co/f5TXzf3Qpd,How do you impeach a Republican President for a crime that was committed by the Democrats? WITCH-HUNT!,Great show tonight @seanhannity you really get it (9:00 P.M. @FoxNews) that’s why you’re Number One (by far)! Also please tell Mark Levin congrats on having the Number One book!,I was not informed about anything having to do with the Navy Ship USS John S. McCain during my recent visit to Japan. Nevertheless @FLOTUS and I loved being with our great Military Men and Women - what a spectacular job they do!",2783.02
2019,5,"Spoke with @GovStitt of Oklahoma last night from Japan because of the devastating tornadoes. Told him that @FEMA and the federal government are fully behind him and the great people of Oklahoma.,RT @kantei: ?SNS????????????????????????????????????????????????????????????????????????????????????????https://t.co/HLWIQcmaH7https://t.…,GOD BLESS THE USA???? https://t.co/Y8HRT6wnWZ,Storms overnight across Ohio and many other States were very dangerous and damaging. My team continues to update me with reports from emergency managers in the States affected. Listen to your local officials and be resilient. We are with you!,.@GovMikeDeWine just updated me on the devastation from the many tornadoes that struck Ohio early this morning. My Administration fully supports the people of the great State of Ohio as they begin the cleanup and recovery.,Just spoke to Governor @AsaHutchinson of the Great State of Arkansas to inform him that FEMA and the Federal Government will do whatever is necessary to help out with what has turned out to be Record Flooding. Asa and local officials are doing a great job!,I was actually sticking up for Sleepy Joe Biden while on foreign soil. Kim Jong Un called him a “low IQ idiot” and many other things whereas I related the quote of Chairman Kim as a much softer “low IQ individual.” Who could possibly be upset with that?,Back from Japan after a very successful trip. Big progress on MANY fronts. A great country with a wonderful leader in Prime Minister Abe!,THANK YOU JAPAN!???????? https://t.co/ZvzEL8iQsi,RT @realDonaldTrump: GOD BLESS THE USA???? https://t.co/Y8HRT6wnWZ",2802.39
2019,5,"“If they try to Impeach President Trump who has done nothing wrong (No Collusion) they will end up getting him re-elected” @LindseyGrahamSC Impeachment is for High Crimes and Misdemeanors. There were no High Crimes and Misdemeanors except for those committed by the other side!,I don’t know why the Radical Left Democrats want Bob Mueller to testify when he just issued a 40 Million Dollar Report that states loud &amp; clear &amp; for all to hear No Collusion and No Obstruction (how do you Obstruct a NO crime?) Dems are just looking for trouble and a Do-Over!,Congratulations to Tom Cotton - his book “Sacred Duty: A Solider’s Tour at Arlington National Cemetery” just hit the best sellers list. I was at @ArlingtonNatl yesterday &amp; the people there were so grateful for Tom’s inspiring portrait of “The Old Guard.” Great job @TomCottonAR!,Just spoke to Prime Minister @NarendraModi where I congratulated him on his big political victory. He is a great man and leader for the people of India - they are lucky to have him!,I am on Air Force one with the First Lady heading to Japan and looking forward to honoring on behalf of the United States His Majesty the Emperor of Japan. I will also be discussing Trade and Military with my friend Prime Minister @AbeShinzo.,Departed the @WhiteHouse and am now on Air Force One with the First Lady heading to Japan and looking forward to honoring on behalf of the United States His Majesty the Emperor of Japan. I will also be discussing Trade and Military with my friend Prime Minister @AbeShinzo. https://t.co/uwEjQNbEXE,Mitch McConnell and our Republican Senators have been very solid and strong. We have accomplished a great deal together in particular with our Courts 107 Federal Judges....,....(with many more to come) and 2 Supreme Court Justices - we are getting into record territory! Thank you all and have a great Memorial Day Weekend.,.....The Dems want a second shot at Bob Mueller are very unhappy with the No Collusion Report. They should not be allowed to play this game any longer - no second chances - must get back to work. So bad for our Country!,In Alaska with our GREAT TROOPS departing shortly for Japan! https://t.co/9a72TMftpN",2826.06
2019,5,"The Democrats are getting nothing done in Congress. All of their effort is about a Re-Do of the Mueller Report which didn’t turn out the way they wanted. It is not possible for them to investigate and legislate at the same time. Their heart is not into Infrastructure lower.....,....drug prices pre-existing conditions and our great Vets. All they are geared up to do six committees is squander time day after day trying to find anything which will be bad for me. A pure fishing expedition like this never happened before &amp; it should never happen again!,The Democrats have become known as THE DO NOTHING PARTY!,Rex Tillerson a man who is “dumb as a rock” and totally ill prepared and ill equipped to be Secretary of State made up a story (he got fired) that I was out-prepared by Vladimir Putin at a meeting in Hamburg Germany. I don’t think Putin would agree. Look how the U.S. is doing!,I was extremely calm yesterday with my meeting with Pelosi and Schumer knowing that they would say I was raging which they always do along with their partner the Fake News Media. Well so many stories about the meeting use the Rage narrative anyway - Fake &amp; Corrupt Press!,When the Democrats in Congress refinish for the 5th time their Fake work on their very disappointing Mueller Report finding they will have the time to get the REAL work of the people done. Move quickly!,Our hearts go out to the people of Missouri as they woke up to assess the damage from storms. You are strong and resilient and we are here to assist. https://t.co/paeOVcUQWn,.@NWS and @USACEHQ are monitoring the damaging storms and flooding in Oklahoma. Listen to the warnings of your local officials and stay safe. We are with you!,Congratulations to Prime Minister @NarendraModi and his BJP party on their BIG election victory! Great things are in store for the US-India partnership with the return of PM Modi at the helm. I look forward to continuing our important work together!,We will never forget our fallen HEROES. It was our great honor to be with you today! #FlagsIn https://t.co/Z6OvQUr8lT,The U.S. Senate has just approved a 19 Billion Dollar Disaster Relief Bill with my total approval. Great!, @FoxNews Poll: A majority of Americans want the Democrats to stop investigating President Trump. The Mueller Report said very strongly NO COLLUSION which led to NO OBSTRUCTION. The Dems can’t get over 2016 or the conclusive Mueller findings. They are now the Do Nothing Party!,....Today’s action will help ensure that all Americans learn the truth about the events that occurred and the actions that were taken during the last Presidential election and will restore confidence in our public institutions.” @PressSec,....during the 2016 Presidential election. The Attorney General has also been delegated full and complete authority to declassify information pertaining to this investigation in accordance with the long-established standards for handling classified information....,“Today at the request and recommendation of the Attorney General of the United States President Donald J. Trump directed the intelligence community to quickly and fully cooperate with the Attorney General’s investigation into surveillance activities....,....during the 2016 Presidential election. The Attorney General has also been delegated full and complete authority to declassify information pertaining to this investigation in accordance with the long-established standards for handling classified information....,....Today’s action will help ensure that all Americans learn the truth about the events that occurred and the actions that were taken during the last Presidential election and will restore confidence in our public institutions.” @PressSec,“Nancy Pelosi should not be out there doing the kinds of things she is doing. She will diminish herself and her membership. She cannot put a subject with a predicate in the same sentence. What’s going on?”  Ed Rollins  @GreggJarrett  @LouDobbs,RT @AviBerkow: Congrats ?@IvankaTrump? on receiving the Internet Association’s 2019 Internet Freedom Award this evening. https://t.co/dE6Zh…,“PELOSI STAMMERS THROUGH NEWS CONFERENCE” https://t.co/1OyCyqRTuk,RT @DonaldJTrumpJr: A friendly reminder from @LizRNC that the Main Stream Media who suffer from Trump Detangment Syndrome made this clown a…,71% of Voters rate the Economy as Excellent or Good. The highest number in more than 18 years! @QuinnipiacPoll,RT @TomFitton: FBI refuses to search text messages under FOIA. Director Wray needs to step up and stop this stonewalling that protects corr…,RT @TomFitton: BIG: @realDonaldTrump authorizes AG Barr to declassify #Spygate docs from all agencies!  Coming up! https://t.co/PzzU0kNQfL,RT @TPUSA: SPEAKER ANNOUNCEMENT!Fox News Contributor @LisaMarieBooth Has Just Been Added To Our AMAZING Line-Up Of Speakers For #YWLS2019…,RT @NikkiHaley: A great night. Thank you. ?? https://t.co/EIKFo2UMLy,RT @HeyTammyBruce: Very excited to join the @foxnation team! “Fox Nation Rolls Out Slate With Tyrus Kat Timpf Tammy Bruce Lawrence Jones…,Wow! CNN Ratings are WAY DOWN record lows. People are getting tired of so many Fake Stories and Anti-Trump lies. Chris Cuomo was rewarded for lowest morning ratings with a prime time spot - which is failing badly and not helping the dumbest man on television Don Lemon!,When is Twitter going to allow the very popular Conservative Voices that it has so viciously shut down back into the OPEN? IT IS TIME!,“Intelligence Agencies were used against an American President.” @DevinNunes  @ShannonBream @FoxNews  This should NEVER happen to a President again! Dems are furious at Robert Mueller for his findings - NO COLLUSION NO OBSTRUCTION. Now they should go back to work and legislate!",2822.24
2019,5,"Everything the Democrats are asking me for is based on an illegally started investigation that failed for them especially when the Mueller Report came back with a NO COLLUSION finding. Now they say Impeach President Trump even though he did nothin wrong while they “fish!”,After two years of an expensive and comprehensive Witch Hunt the Democrats don’t like the result and they want a DO OVER. In other words the Witch Hunt continues!,The Democrats are getting ZERO work done in Congress. All they are focused on is trying to prove the Mueller Report wrong the Witch Hunt!,PRESIDENTIAL HARASSMENT!,RT @J_TrumpIN: Twitter VICIOUS censorship still hitting  MAGA movement HARD.JAMES WOODS SUSPENDED DAY 32!If you think this is TOTAL BS…,RT @RepMarkMeadows: A question every American should ask: what on earth was the point of a taxpayer funded special counsel if we’re going t…,RT @RepMarkMeadows: This week you’ll see more efforts from Democrats to re-do the Mueller investigation—hoping this time they’ll stumble on…,RT @dcexaminer: .@RepMarkMeadows: Declassification of Russia investigation docs is right around the corner. https://t.co/6CpqRdCD8V,RT @ChuckGrassley: Another trade breakthru 2day w Japan lifting restrictions on US beef products. US beef into Japan has been 1 of the most…,RT @ChuckGrassley: Thx to Pres Trump/Amb Lighthizer &amp; Canada/Mexico for working to get to this pt Now it’s time for Congress to do its job…,RT @GOPoversight: #ICYMI: Watch @RepMarkMeadows's opening statement from today's Government Operations Subcommittee hearing.Mr. Meadows i…,RT @LindseyGrahamSC: Very pleased to have confirmed another conservative judge to the Ninth Circuit. Daniel Collins will be an outstanding…,RT @LindseyGrahamSC: The only way to protect Americans serving overseas is to have their back. I am proud President Trump is standing up…,RT @DevinNunes: Mueller changed everything- ?@ByronYork? #muellerdossier  https://t.co/BU8rGW35CM,RT @DevinNunes: “Warrior for the western alliance” ?? - Why does he wait 2 months to bring USA this important information?  https://t.co/tY0…,RT @senatemajldr: Today tens of thousands of peace officers gathered in our nation’s capital to honor the service and sacrifice of their f…,Without the ILLEGAL Witch Hunt my poll numbers especially because of our historically “great” economy would be at 65%. Too bad! The greatest Hoax in American History.,Also tremendous work is being done on pure renovation - fixing existing Walls that are in bad condition and ineffective and bringing them to a very high standard!,Much of the Wall being built at the Southern Border is a complete demolition and rebuilding of old and worthless barriers with a brand new Wall and footings. Problem is the Haters say that is not a new Wall but rather a renovation. Wrong and we must build where most needed....,Everybody including me thought that when the 40 Million Dollar Mueller Report was released with No Collusion and No Obstruction (of a crime caused by others) that was the end. But no the Democrats want to keep it going in an effort to help them in 2020. Bad for the Country!,“The Democrats are in danger of becoming irrelevant because of their decision to keep taking the country on wild goose chases. They ought to start governing. You know for a change.”  Michael Goodwin @newyorkpost,“He (Jerry Nadler) wants a show. He wants to use Mr. McGahn as a prop to spend three hours claiming that Mr. Trump tried to obstruct the Mueller investigation. YET MR. MUELLER WASN’T OBSTRUCTED IN ANY WAY HIS COPIOUS REPORT WAS RELEASED FOR ALL TO SEE &amp; THERE WAS NO COLLUSION..,..BETWEEN RUSSIA AND THE TRUMP CAMPAIGN. Mr. McGahn can be forgiven for declining the honor of appearing in Mr. Nadler’s pseudo-impeachment drama.” Wall Street Journal Editorial BoardToday - May 21 2019,As I have long been saying and has now been proven out this is a Witch Hunt against the Republican Party and myself and it was the other side that caused the problem not us!,So sad that Nancy Pelosi and Chuck Schumer will never be able to see or understand the great promise of our Country. They can continue the Witch Hunt which has already cost $40M and been a tremendous waste of time and energy for everyone in America or get back to work....,....In the meantime my Administration is achieving things that have never been done before including unleashing perhaps the Greatest Economy in our Country’s history....,....But they really want a do-over! You can’t investigate and legislate simultaneously - it just doesn’t work that way. You can’t go down two tracks at the same time. Let Chuck Nancy Jerry Adam and all of the rest finish playing their games....,....Democrat leadership is tearing the United States apart but I will continue to set records for the American People – and Nancy thank you so much for your prayers I know you truly mean it!,I want to welcome you all to the @WhiteHouse as we award our very bravest law enforcement officers and firefighters our nation’s highest public safety award – The Medal of Valor...https://t.co/68EeQk8ZHr,In a letter to her House colleagues Nancy Pelosi said: “President Trump had a temper tantrum for us all to see.” This is not true. I was purposely very polite and calm much as I was minutes later with the press in the Rose Garden. Can be easily proven. It is all such a lie!,Zero is getting done with the Democrats in charge of the House. All they want to do is put the Mueller Report behind them and start all over again. No Do-Overs!,Democrats don’t want to fix the loopholes at the Border. They don’t want to do anything. Open Borders and crime!,RT @TomFitton: .@RealDonaldTrump faces a criminal conspiracy against him.... https://t.co/JbxAxW3Sha",2856.27
2019,5,"RT @realDonaldTrump: Megan King who is running for Superior Court Judge in the Pennsylvania election has my Full and Total Endorsement. S…,RT @realDonaldTrump: Fred Keller of the Great State of Pennsylvania has been an outstanding State Representative. Now he is running as the…,To the great people of Kentucky please go out and vote for Matt Bevin today. Very important. He has done a fantastic job for you and America! #MAGA,I am very disappointed that Mexico is doing virtually nothing to stop illegal immigrants from coming to our Southern Border where everyone knows that because of the Democrats our Immigration Laws are totally flawed &amp; broken...,...Mexico’s attitude is that people from other countries including Mexico should have the right to flow into the U.S. &amp; that U.S. taxpayers should be responsible for the tremendous costs associated w/this illegal migration. Mexico is wrong and I will soon be giving a response!,Pennsylvania - Don’t forget to get out and VOTE TODAY for Republican Fred Keller for Congress. Fred is Strong on Crime Second Amendment Military Vets and Healthcare. He has my Complete and Total Endorsement!,I am pleased to announce my nomination of Barbara Barrett of Arizona and former Chairman of the Aerospace Corporation to be the next Secretary of the Air Force. She will be an outstanding Secretary! #FlyFightWin,....at a conclusion of NO COLLUSION and NO OBSTRUCTION! The Dems were unhappy with the outcome of the $40M Mueller Report so now they want a do-over.,So even though I didn’t have to do it with Presidential Privilege I allowed everyone to testify including White House Counsel Don McGahn (for over 30 hours) to Robert Mueller and the 18 Angry Trump-Hating Democrats and they arrived....,So even though I didn’t have to do it with Presidential Privilege I allowed everyone to testify including White House Counsel Don McGahn (for over 30 hours) to Robert Mueller and the 18 Angry Trump-Hating Democrats and they arrived....,....at a conclusion of NO COLLUSION and NO OBSTRUCTION! The Dems were unhappy with the outcome of the $40M Mueller Report so now they want a do-over.,Johnny we will miss you – you did a great job! https://t.co/eXaASLgeSh,Wow Mark Levin’s new book opened at #1. It is great – keep it there for a long time! https://t.co/3F1xybks0R,Shahira Knight has done a wonderful job as my Legislative Affairs Director at the White House. She was outstanding for us and for our Country - will be a tremendous success in the private sector!,After spending 40 Million Dollars reviewing 1.4 million pages of documents &amp; interviewing 500 people with the total support of the White House the Mueller Report was a BIG DISAPPOINTMENT to the Democrats so they want a DO OVER. It doesn’t work that way-so bad for our Country!,The Democrats are on a fishing expedition wanting to interview the same people and see the same things as we just went through for two years with Robert Mueller and the 18 Angry Dems. Never happened to a president before. Never even happened to President Obama!,John Brennan on the Mueller probe “I don’t know if I received bad information but I THINK I SUSPECTED THAT THERE WAS MORE THAN THERE ACTUALLY WAS.” Wow he admits he was wrong! Congress should go back to work on drug prices etc.,Great news for Republicans: Fred Keller has just won the hard fought for Pennsylvania Congressional contest in a LANDSLIDE over 70% of the vote. Thanks to the thousands who showed up for the Rally last night. Congratulations to Fred and his wonderful family!,Congratulations to Governor @MattBevin on winning the Republican Primary for Governor tonight in the Great State of KENTUCKY. Matt you are doing a fantastic job!",2864.36
2019,5,"....Now the new big story is that Trump made a lot of money and buys everything for cash he doesn’t need banks. But where did he get all of that cash? Could it be Russia? No I built a great business and don’t need banks but if I did they would be there...and DeutscheBank......,The Mainstream Media has never been as corrupt and deranged as it is today. FAKE NEWS is actually the biggest story of all and is the true ENEMY OF THE PEOPLE! That’s why they refuse to cover the REAL Russia Hoax. But the American people are wise to what is going on.....,....fashioned but true. When you don’t need or want money you don’t need or want banks. Banks have always been available to me they want to make money. Fake Media only says this to disparage and always uses unnamed sources (because their sources don’t even exist)......,The Failing New York Times (it will pass away when I leave office in 6 years) and others of the Fake News Media keep writing phony stories about how I didn’t use many banks because they didn’t want to do business with me. WRONG! It is because I didn’t need money. Very old,.....was very good and highly professional to deal with - and if for any reason I didn’t like them I would have gone elsewhere....there was always plenty of money around and banks to choose from. They would be very happy to take my money. Fake News!,Two Tweets missing from last batch probably a Twitter error. No time for a redo! Only the Dems get redos!,“We have a booming economy and working people are making gains that they haven’t seen in decades.”  Stuart Varney @foxandfriends,Why are the Democrats not looking into all of the crimes committed by Crooked Hillary and the phony Russia Investigation? They would get back their credibility. Jerry Nadler Schiff  would have a whole new future open to them. Perhaps they could even run for President!,Looks like Bernie Sanders is history. Sleepy Joe Biden is pulling ahead and think about it I’m only here because of Sleepy Joe and the man who took him off the 1% trash heap President O! China wants Sleepy Joe BADLY!,On this Cuban Independence Day we stand by the people of Cuba in their quest for freedom democracy and prosperity. The Cuban regime must end its repression of Cubans &amp; Venezuelans. The United States will not stand idly by as Cuba continues to subvert democracy in the Americas!,....Iran will call us if and when they are ever ready. In the meantime their economy continues to collapse - very sad for the Iranian people!,The Fake News put out a typically false statement without any knowledge that the United States was trying to set up a negotiation with Iran. This is a false report....,The Fake News put out a typically false statement without any knowledge that the United States was trying to set up a negotiation with Iran. This is a false report....,....Iran will call us if and when they are ever ready. In the meantime their economy continues to collapse - very sad for the Iranian people!,See you tonight at 7:00 P.M. Eastern Montoursville Pennsylvania! #MAGA https://t.co/Ij2AjXfRZa,Fred Keller of the Great State of Pennsylvania has been an outstanding State Representative. Now he is running as the Republican Nominee for Congress and has my Complete and Total Endorsement. He will do a fantastic job - I look forward to seeing everyone tonight! #MAGA,Landing shortly in Montoursville Pennsylvania - see everyone shortly! https://t.co/R67IxP3QPL,Beautiful evening for a MAKE AMERICA GREAT AGAIN rally tonight in Pennsylvania. Thank you I love you! #MAGA https://t.co/6oqbA5Y5zU,Massive crowds in Pennsylvania tonight. Thank you for joining me! https://t.co/v1e0d0AHHo,Megan King who is running for Superior Court Judge in the Pennsylvania election has my Full and Total Endorsement. She is tough on crime and fully understands all aspects of the law. Vote for Megan tomorrow (Tuesday).,Just returned to the beautiful @WhiteHouse after a great evening in Pennsylvania! https://t.co/wMeh9k9knv",2840.23
2019,5,"The Democrats now realize that there is a National Emergency at the Border and that if we work together it can be immediately fixed. We need Democrat votes and all will be well!,Border Patrol is apprehending record numbers of people at the Southern Border. The bad “hombres” of which there are many are being detained &amp; will be sent home. Those which we release under the ridiculous Catch &amp; Telease loophole are being registered and will be removed later!,All people that are illegally coming into the United States now will be removed from our Country at a later date as we build up our removal forces and as the laws are changed. Please do not make yourselves too comfortable you will be leaving soon!,Will the Democrats give our Country a badly needed immigration win before the election? Good chance!,“What happened is that Donald Trump won. Down goes Comey.” @foxandfriends,DRAIN THE SWAMP!,MAKE AMERICA GREAT AGAIN!,New Fox Poll: 58% of people say that the FBI broke the law in investigating Donald J. Trump. @foxandfriends,My Campaign for President was conclusively spied on. Nothing like this has ever happened in American Politics. A really bad situation. TREASON means long jail sentences and this was TREASON!,Will Jerry Nadler ever look into the fact that Crooked Hillary deleted and acid washed 33000 emails AFTER getting a most powerful demand notice for them from Congress?,The Fake News Media is hurting our Country with its fraudulent and highly inaccurate coverage of Iran. It is scattershot poorly sourced (made up) and DANGEROUS. At least Iran doesn’t know what to think which at this point may very well be a good thing!,It now seems the General Flynn was under investigation long before was common knowledge. It would have been impossible for me to know this but if that was the case and with me being one of two people who would become president why was I not told so that I could make a change?,With all of the Fake and Made Up News out there Iran can have no idea what is actually going on!,Today it was my great honor to address the the National Association of REALTORS! https://t.co/LQNExa57ne,Consumer Sentiment in the month of May is the highest in 15 years. Very nice! @FoxNews",2859.53
2019,5,"The Dems are getting another beauty to join their group. Bill de Blasio of NYC considered the worst mayor in the U.S. will supposedly be making an announcement for president today. He is a JOKE but if you like high taxes &amp; crime he’s your man. NYC HATES HIM!,RT @realDonaldTrump: ....Different opinions are expressed and I make a decisive and final decision - it is a very simple process. All sides…,RT @realDonaldTrump: The Fake News Washington Post and even more Fake News New York Times are writing stories that there is infighting wi…,Congratulations to Dan Bishop on his big Republican Primary victory in the 9th Congressional District of North Carolina. Dan is strong on Crime Loves our Military Vets 2A and great Healthcare. He has my Complete and Total Endorsement! #MAGA,We are here on this beautiful spring day to unveil our plan to create a fair modern &amp; LAWFUL system of immigration for the U.S. If adopted our plan will transform America’s immigration system into the pride of our Nation and the envy of the modern world. https://t.co/YqyTYgTByD,RT @WhiteHouse: Our plan includes a sweeping modernization of our dysfunctional legal immigration process . . . The system will finally be…,RT @WhiteHouse: “America’s last major overhaul of our legal admissions policy was 54 YEARS ago. Think of that. So a major update and that'…,.@BilldeBlasio is the worst Mayor in the history of New York City - he won’t last long! https://t.co/NyYntsX573",2876.32
2019,5,"RT @EricTrump: Very proud of @realDonaldTrump - he is going an amazing job!Trump Average Approval Ratings Skyrocket To Highest Point In Y…,Thank you Joe and remember the BRAIN is much sharper also! https://t.co/h1fG1GRQ99,The courage &amp; sacrifice of our heroes is the reason our flag stands tall our hearts beat with pride and our Country remains one people one family and one NATION UNDER GOD. Today we thank you we honor you &amp; we forever cherish the memory of our Fallen Men and Women in Blue! https://t.co/ARHYgDVi3M,We stand firmly strongly and proudly with the incredible men and women of law enforcement. You do not hear it nearly enough but Americans across this Country love you support you and respect you more than you could possibly know! #PeaceOfficersMemorialDay https://t.co/T0qB5zN7WG,....Different opinions are expressed and I make a decisive and final decision - it is a very simple process. All sides views and policies are covered. I’m sure that Iran will want to talk soon.,The Fake News Washington Post and even more Fake News New York Times are writing stories that there is infighting with respect to my strong policy in the Middle East. There is no infighting whatsoever....,The Fake News Washington Post and even more Fake News New York Times are writing stories that there is infighting with respect to my strong policy in the Middle East. There is no infighting whatsoever....,....Different opinions are expressed and I make a decisive and final decision - it is a very simple process. All sides views and policies are covered. I’m sure that Iran will want to talk soon.,RT @Trump: Ahead of the @PGAChampionship this week @B_Dechambeau and @DJohnsonPGA joined us at @TrumpFerryPoint in support of @Curetivity!…,RT @WhiteHouse: Tonight the White House was lit in blue in honor of Peace Officers Memorial Day. https://t.co/Tv9nAn5M2G",2850.96
