3M Libor_T-1,EM Bond_T-1,US Bond ETF_T-1,Wheat 1_T-1,Wheat 2_T-1,Crude Palm Oil_T-1,Brent 1_T-1,Brent 2_T-1,Light Crude_T-1,White Sugar_T-1,Corn_T-1,Corn_T-1,Euro Curr_T-1,AUD_T-1,INR_T-1,MR_T-1,Yuan_T-1,Dollex_T-1,S&P 500_T-1,DJ Index_T-1,Nifty_T-1,MSCI EM_T-1,Shanghai Index_T-1,Nikkei Ind_T-1,MSCI APAC ex J_T-1,EMEquity ETF_T-1,Silver_T-1,Platinum_T-1,Palladium_T-1,Gold_T-1,3M Libor_T-7,EM Bond_T-7,US Bond ETF_T-7,Wheat 1_T-7,Wheat 2_T-7,Crude Palm Oil_T-7,Brent 1_T-7,Brent 2_T-7,Light Crude_T-7,White Sugar_T-7,Corn_T-7,Corn_T-7,Euro Curr_T-7,AUD_T-7,INR_T-7,MR_T-7,Yuan_T-7,Dollex_T-7,S&P 500_T-7,DJ Index_T-7,Nifty_T-7,MSCI EM_T-7,Shanghai Index_T-7,Nikkei Ind_T-7,MSCI APAC ex J_T-7,EMEquity ETF_T-7,Silver_T-7,Platinum_T-7,Palladium_T-7,Gold_T-7,3M Libor_T-14,EM Bond_T-14,US Bond ETF_T-14,Wheat 1_T-14,Wheat 2_T-14,Crude Palm Oil_T-14,Brent 1_T-14,Brent 2_T-14,Light Crude_T-14,White Sugar_T-14,Corn_T-14,Corn_T-14,Euro Curr_T-14,AUD_T-14,INR_T-14,MR_T-14,Yuan_T-14,Dollex_T-14,S&P 500_T-14,DJ Index_T-14,Nifty_T-14,MSCI EM_T-14,Shanghai Index_T-14,Nikkei Ind_T-14,MSCI APAC ex J_T-14,EMEquity ETF_T-14,Silver_T-14,Platinum_T-14,Palladium_T-14,Gold_T-14,3M Libor_T-22,EM Bond_T-22,US Bond ETF_T-22,Wheat 1_T-22,Wheat 2_T-22,Crude Palm Oil_T-22,Brent 1_T-22,Brent 2_T-22,Light Crude_T-22,White Sugar_T-22,Corn_T-22,Corn_T-22,Euro Curr_T-22,AUD_T-22,INR_T-22,MR_T-22,Yuan_T-22,Dollex_T-22,S&P 500_T-22,DJ Index_T-22,Nifty_T-22,MSCI EM_T-22,Shanghai Index_T-22,Nikkei Ind_T-22,MSCI APAC ex J_T-22,EMEquity ETF_T-22,Silver_T-22,Platinum_T-22,Palladium_T-22,Gold_T-22,Gold_T+22
0,-0.000328839,-0.000535045,-0.01581576,-0.015010917,0.002232143,0.024927644,0.024002259,0.013338013,0.004943906,-0.002699055,-0.002699055,-0.002903099,-0.001730603,0.004047093,-0.000326584,0.00036843,0.002883913,0.001698717,0.000317688,-0.009148334,-0.004348411,-0.001179044,-0.009001771,-0.005091007,0.001955034,0.008044554,0.007463897,-0.012664019,0.000502893,-0.008792966,-8.22E-05,-0.00098048,0.02484831,0.026450512,-0.062238931,0.012730627,0.0138863,0.001155936,-0.025806452,-0.022486772,-0.022486772,-0.019293101,0.000964041,0.014498141,0.005419609,0.001250561,0.013851525,-0.022879844,-0.021461525,0.011842269,-0.004368418,9.03E-05,-0.019117883,-0.003542179,-0.0036452,0.011487116,-0.00573277,0.006362425,0.006284701,-0.01821061,-0.007751938,0.002504472,0.008816837,0.013194834,-0.09072499,-9.11E-05,-0.001101827,-0.028491307,-0.039265588,-0.028590207,-0.028590207,-0.026878015,0.006104651,0.01923436,0.003277614,-0.001486977,0.017250038,-0.037640708,-0.039750065,-0.005404791,-0.016211526,-0.029863122,-0.028089906,-0.008708533,-0.021479714,0.005866008,-0.032564662,-0.027020934,0.001168414,-0.095550693,0.003383117,-8.92E-05,0.018082664,0.022669311,-0.014486392,-0.040803844,-0.039636299,-0.055404079,-0.104237288,0.003053953,0.003053953,-0.012894205,0.015154478,0.029617053,-0.00374288,-0.006063886,0.013876897,-0.03679427,-0.039683866,0.006033102,-0.001117846,-0.023998531,0.018772183,0.005395069,-0.000487567,-0.040918457,-0.069974357,-0.064964407,-0.017639647,-0.012225137
0,-8.22E-05,-0.000267666,-0.032703693,-0.033250208,-0.002227171,-0.009200219,-0.008916261,-0.006119386,0.014947966,-0.029431664,-0.029431664,-7.87E-05,0.004141385,0.005496519,0.000751388,-0.002546037,0.000111075,0.000130449,-2.42E-05,-0.00044845,-0.001728595,0.004932997,-0.009267379,0.000135851,0.003780488,-0.005831799,0.005147367,0.00124127,-0.001802572,-0.008792966,0.00263874,0.002236136,-0.011239193,-0.011054422,-0.068219634,0.005268022,0.002976744,-0.014200641,-0.003899721,-0.043666667,-0.043666667,-0.018157935,0.002692826,0.022926375,0.004031465,-0.001634799,0.012342749,-0.033314887,-0.031553842,0.006846706,-0.010367846,-0.011952942,-0.030226213,-0.002326369,-0.015901483,0.004964319,-0.002722915,-0.009869067,0.007963409,-0.01665345,-0.006211688,0,-0.011808756,-0.010493477,-0.080837095,0.004339797,0.004378202,-0.010688427,-0.010514665,-0.050942772,-0.050942772,-0.021409318,0.01578332,0.021593448,0.002552774,-0.002993054,0.013241472,-0.023409359,-0.021938511,-0.001352918,-0.007584079,-0.016634706,-0.037475109,-0.004238052,0.002802144,0.023057486,-0.005259836,0.02329161,0.011504078,-0.088905217,-0.002215657,-0.001603849,-0.031064671,-0.027591973,-0.066666667,-0.060139981,-0.060555894,-0.072913301,-0.056298381,-0.072721396,-0.072721396,-0.016942596,0.01578332,0.042355176,-0.000717664,-0.00755198,0.015794422,-0.036856872,-0.03836823,-0.004265905,-0.006716174,-0.011220106,0.015170626,0.006150062,-0.005917874,-0.047072668,-0.068123992,-0.071134654,-0.022876501,-0.009370623
0,-0.000986923,0.001757251,-0.008452346,-0.007738607,0,-0.004872667,-0.004822853,-0.002904275,0.001118568,0.007319624,0.007319624,-0.000393484,0.000383656,0.002186589,-0.000261156,-0.000497664,0.000604677,-0.003985421,-0.004596148,-0.002947024,-0.007173002,-0.015094118,-0.001773769,-0.010300643,-0.009111894,0.002161161,0.013145414,0.045870043,-0.001649554,-0.008792966,0.005047162,0.003374471,-0.019031142,-0.01787234,-0.054852321,0.025971564,0.023073989,0.005741739,-0.000372301,-0.023978386,-0.023978386,-0.010439389,0.009582809,0.022114849,0.003604785,-0.002451412,0.006092341,-0.028051195,-0.025737102,-0.005396915,-0.022409058,-0.032666932,-0.043106896,-0.018411658,-0.019711538,0.052188006,0.028397632,0.061432646,0.028342326,-0.013524264,-0.007273619,0.002472984,-0.036260623,-0.034040179,-0.092382496,0.003988498,0.003460208,-0.004292343,-0.014859659,-0.042094796,-0.042094796,-0.020738571,0.007437458,0.023636702,0.001799149,-0.003489228,0.014640739,-0.024291038,-0.024558511,-0.004295955,-0.01244686,-0.032184086,-0.032749629,-0.012982028,-0.007302824,0.025268478,0.016886459,0.073498473,0.013490567,-0.072550486,-0.008731843,-0.000650819,-0.007584597,-0.004314064,-0.066666667,-0.053846154,-0.053624978,-0.067267985,-0.0367713,-0.039228723,-0.039228723,-0.019150579,0.019650015,0.041568033,0.001799149,-0.006542205,0.017786536,-0.037841508,-0.042964697,-0.001603228,-0.014574168,-0.027099923,0.014873238,-0.005256212,-0.011873031,-0.029015854,-0.03765372,0.006234097,-0.016456165,-0.016348869
0,-0.000246975,0.000294886,-0.002645503,-0.002310803,-0.040178571,0.015705839,0.013513514,0.011650938,-0.013035382,0.00449827,0.00449827,0.002519288,-0.005369128,0.000181818,-0.001959184,-0.000160617,-0.000345321,-0.013852008,-0.014520805,0,-0.001573049,0.003677006,0.000424891,0.003454034,-0.01532614,0.005853358,0.001417049,0.001074725,0.000672507,-0.005613472,0.001319261,0.001963234,-0.021344102,-0.019863791,-0.065217391,0.020230141,0.016640179,0.007074925,-0.01321914,-0.01392663,-0.01392663,-0.004767487,0.001351351,0.007693717,-0.001796212,-0.003234484,0.003801905,-0.043584099,-0.041295899,-0.006530276,-0.020156935,-0.027723395,-0.038047436,-0.012182215,-0.039354067,0.048154093,0.028423118,0.040116919,0.024976395,-0.0103751,-0.005649718,0.004922581,-0.028350515,-0.025669958,-0.14,0.013271889,0.012287071,0.004395604,-0.025556168,-0.020910624,-0.020910624,-0.015386995,0.002900232,0.027264239,0.006089533,-0.002659574,0.012643046,-0.040680269,-0.040654992,-0.00672182,-0.018515238,-0.021964765,-0.04312108,-0.013159967,-0.032409639,0.018085438,0.014542075,0.052684062,0.008684015,-0.061317184,-0.011557871,-0.000889838,0.000294811,0.003777972,-0.104166667,-0.051014243,-0.050052411,-0.058651344,-0.042457091,-0.014596062,-0.014596062,-0.016527649,0.012393871,0.038512365,0.000163613,-0.007177033,0.016478142,-0.058772472,-0.063562677,-0.003569388,-0.014669074,-0.020624402,0.010118991,-0.000728929,-0.032642737,-0.001223616,-0.031964336,0.006035578,-0.005439386,-0.017971669
0.003225806,-0.003046772,-0.000979694,-0.003241969,-0.004053272,0,0.009368747,-0.009747126,-0.0127836,0.006037736,-0.006544953,-0.006544953,0.003455316,-0.004144978,-0.006544265,0.000981515,0.001269076,0.000271417,-0.00159352,-0.0022727,-0.0063438,-0.006416323,-0.012225781,0.019041563,-0.011648582,0.003361972,-0.001837672,-0.008686094,-0.006599305,-0.006291822,-0.002405774,-0.003374221,0.003848219,-0.034541821,-0.032892887,-0.057017544,0.000180261,-0.022155634,-0.034793379,-0.014781966,-0.026662167,-0.026662167,-0.002731601,-0.009396874,0.004226387,-0.000163399,-0.002001473,0.0057683,-0.052548674,-0.053096557,-0.01631612,-0.031742845,-0.035949307,-0.016203629,-0.028109659,-0.043676611,0.020031299,0.012419435,0.025456323,-8.74E-05,-0.007182761,-0.005993432,0.001249665,-0.022260769,-0.021337127,-0.14,0.011577028,-0.007922616,-0.011873199,-0.021830857,-0.02303523,-0.02303523,-0.012443002,-0.00395295,0.02054155,0.007077024,-0.002416773,0.012614278,-0.041510262,-0.043093076,-0.005878926,-0.016521651,-0.017384251,-0.011568264,-0.014680817,-0.022324678,0.016848674,0.019582873,0.061616332,0.002601214,-0.042340262,-0.016889972,-0.00026738,-0.002359882,0,-0.103045474,-0.035378999,-0.053024974,-0.072394762,-0.04461566,-0.023366068,-0.023366068,-0.020992951,0.00593963,0.034841886,0.002457405,-0.004917221,0.021069202,-0.069825145,-0.07448468,-0.003009915,-0.028918211,-0.032646339,0.014757548,-0.017115524,-0.039341917,-0.010324932,-0.042270369,-0.009414358,-0.018315123,-0.010360368
0.001607717,-0.002643099,0.000356602,-0.009461857,-0.008139535,0.097674419,-0.017572317,0.00538583,0.014815679,-0.044636159,0.006241331,0.006241331,-0.002817342,0.000967961,0.009332113,0.003431933,0.000401097,0.002207751,0.004839913,0.003661984,-0.010113657,-0.004627786,-0.007666344,0.022021083,-0.004151579,0.002978407,-0.009205278,-0.009080829,-0.007580814,-0.001224354,0.00483871,-0.005763689,0.001875,-0.06162465,-0.059796087,0.025641026,0.021360315,0.020933522,0.024014126,-0.039773798,-0.024865591,-0.024865591,-0.002192639,-0.006150889,0.017712177,0.007383101,-0.001297349,0.006166495,-0.024847081,-0.026631655,-0.032299786,-0.037350663,-0.043218023,0.005713878,-0.039700191,-0.024862272,0.016687657,0.010396429,0.024578732,-0.001876118,-0.003996803,-0.00862069,0.001606712,-0.02446127,-0.022629619,-0.026804124,-0.002835452,0.002128841,0.013869464,-0.06446281,-0.016937669,-0.016937669,-0.012401178,0.00106486,0.019970414,0.004745541,-0.001297349,0.012775451,-0.036871255,-0.039588898,-0.016158924,-0.020615267,-0.021476165,0.010618926,-0.016894738,-0.019412764,0.016687657,0.016333333,0.065796211,0.002252463,-0.028838659,-0.019568042,0.003218596,-0.023323615,-0.01982189,-0.013790221,-0.037010865,-0.037856572,-0.059160718,-0.084307029,-0.026174497,-0.026174497,-0.028588854,-0.003757225,0.043708609,0.011698797,-0.003021921,0.028361345,-0.069155526,-0.071453124,-0.015229009,-0.040583788,-0.04316704,0.024710017,-0.030579941,-0.044002839,-0.026236429,-0.062807377,-0.037234043,-0.020917991,-0.025421898
0,0.003312629,0.000712949,0.005970149,0.006447831,0.011016949,0.023573656,0.022905699,0.030693183,0.032391048,0.019986216,0.019986216,0.005415162,0.006575766,-0.003444525,-0.00276873,-0.000160375,-0.00471344,0.019862047,0.016495463,-0.000475417,0.008412875,0.001120401,0.014299392,0.00678602,0.017446177,0.025085166,0.011897183,0.023252462,0.010746662,0.00483871,-0.00402828,0.001337614,-0.064927858,-0.062772926,0.065178571,0.04182616,0.042451054,0.049023049,0,-0.001349528,-0.001349528,0.005178501,0.000769157,0.011221486,-0.000163292,-0.001329553,0.001002562,0.006809388,-0.00119894,-0.029161403,-0.017405702,-0.026322403,0.035763793,-0.020769508,0.004765396,0.024133663,0.021249392,0.04411981,0.000872837,-0.003996803,-0.005336617,0.002320807,-0.017492711,-0.016045845,-0.002508361,0.023292068,0.027937628,0.040501335,-0.034514412,-0.002359285,-0.002359285,-0.011191726,0.00492373,0.018717569,0.004429134,-0.000945467,0.011797675,-0.017741547,-0.023746472,-0.004733918,-0.0152746,-0.021996545,0.035197999,-0.013323649,-0.002305266,0.040553285,0.01679483,0.076613311,0.01323674,-0.022745098,-0.01439961,0.004292997,-0.02937788,-0.023877203,-0.004173623,-0.007559587,-0.0098346,-0.03049308,-0.027012026,-0.02695595,-0.02695595,-0.019441255,0.004245055,0.025942516,0.008897677,-0.00251196,0.01898774,-0.048341499,-0.055574827,-0.025757602,-0.034913486,-0.053809803,0.01896278,-0.030271934,-0.024670858,0.00976205,-0.039969494,-0.003943882,-0.005508044,-0.037505053
-0.003210273,0.003136608,-0.001870158,0.001780415,0.001164822,-0.007124895,-0.010126355,-0.009300226,-0.019629712,-0.004373455,0.003378378,0.003378378,0.00039029,-0.002209626,0.002364926,-0.00114323,-0.000320801,0.001026288,0.000663355,-0.000582215,2.69E-05,0.001538883,-0.003995425,-0.001153695,0.002484472,-0.001945762,0.001510574,-0.002694647,-0.008998858,-0.001998267,0.001612903,-0.000575658,0,-0.048209755,-0.047381546,0.055233853,0.006194207,0.00854858,0.014894354,-0.009271523,0.00473613,0.00473613,0.008498584,0.000288934,0.009527299,-0.000980072,-0.002017614,-0.000851579,0.005768743,-0.002097478,-0.020171466,-0.011595616,-0.029067887,0.043966383,-0.013313409,0.000853659,0.017495396,0.010951844,0.047995763,-0.001629248,-0.007194245,-0.000657841,-0.00098048,-0.024559376,-0.0221843,-0.010442774,0.01900369,0.022553588,0.016067507,-0.03483871,-0.017857143,-0.017857143,-0.010958481,0.001253254,0.024163569,0.004434226,-0.000769576,0.012988151,-0.017243089,-0.023513988,-0.008568073,-0.015913379,-0.028980174,0.024007957,-0.016808429,-0.002794654,0.029183483,0.00515629,0.054663558,0.004645214,-0.021276596,-0.00977756,0.001161233,-0.032664756,-0.025510204,-0.014559068,0.001269036,0.001003558,-0.029801325,-0.043827611,-0.023668639,-0.023668639,-0.015743798,0.005518443,0.023402675,0.002951787,-0.003342235,0.016779493,-0.031663631,-0.041593254,-0.019826714,-0.026419712,-0.056091006,0.015546482,-0.022980517,-0.011204819,0.035290443,-0.024098259,0.019349646,0.004440828,-0.046816046
0.003220612,-0.001234263,-0.001695218,0.001184834,0,-0.012241452,0.005160239,0.004010208,0.003526735,-0.010886173,-0.002356902,-0.002356902,0.00093633,-0.001925669,0.000181488,0.000490517,-0.000385084,-0.000308806,0.002320202,0.003783083,0.007762651,0.001379293,0.010650232,0.008737083,0.001170315,-0.001827708,0.005429864,0.002867612,0.013076024,0.000283558,0.00483871,-0.001727116,-0.001427934,-0.014864471,-0.014617369,0.044642857,0.020777788,0.021702838,0.024744424,-0.034489187,0.032764029,0.032764029,0.009522311,-0.005754844,0.004190962,-0.001240492,0.000144483,-0.001271056,0.007970841,0.001701901,-0.012122385,-0.008518446,-0.023544089,0.062938256,-0.012292855,-0.004738185,0.029021303,0.008658924,0.060383159,0.000457245,-0.003996803,0.000907067,0.000805009,-0.025936599,-0.025510204,-0.026622296,0.026155268,0.024744186,0.010192396,-0.03825441,-0.012333333,-0.012333333,-0.00880853,-0.003077515,0.02721342,0.002785972,-0.001490552,0.011056005,-0.025609594,-0.029905642,-0.005358677,-0.018797974,-0.035215609,0.030809657,-0.014590627,-0.020564323,0.034129693,0.005912432,0.049918167,0.008424295,-0.013460016,-0.009547124,0.000805009,-0.038680319,-0.034811903,-0.052247874,0.011294289,0.011477367,-0.010544027,-0.058534812,-0.026289846,-0.026289846,-0.01768895,0.004457364,0.029131653,0.002785972,-0.003885327,0.016069904,-0.029843356,-0.038139083,-0.017902276,-0.026277961,-0.048031103,0.023506472,-0.020761323,-0.022434368,0.029021303,-0.019164849,0.033011272,-0.000179311,-0.041607609
0,0,0,0,0,-0.017094017,-0.006124471,-0.005809731,0,0.008109674,0,0,0.004209542,0.002025854,0.000181455,0.000163425,-0.000192616,0,0,0,0.002306405,0.004981455,-0.007243936,0.015644314,0.008503518,0,-0.00150015,0.003590151,0.020109119,0.000300834,0.00483871,-0.000740924,-0.003179598,-0.006466784,-0.006932409,0.026785714,0.019493718,0.020689655,0.027729232,-0.027746741,0.025259516,0.025259516,0.014170997,-0.004122723,0.002181818,-0.000816327,0.000449727,-0.001874599,0.012004103,0.006327129,-0.006917301,0.00361954,-0.015761257,0.081485501,0.006473454,0.004413928,0.025261861,-0.000854025,0.034264762,0.002411748,-0.003996803,0.004302499,0.000184143,-0.025374856,-0.024680851,-0.029535865,0.045971564,0.044241037,0.033630185,-0.028108712,0.000675447,0.000675447,0.003583671,0.005420579,0.024344917,0.002785515,-0.002002788,0.004206321,-0.016383821,-0.019572815,-0.012276884,-0.018870629,-0.047913317,0.034866018,-0.01205739,-0.015384615,0.078768233,0.027519355,0.097802382,0.030822428,-0.011895321,-0.007928075,-0.001427934,-0.026497696,-0.024957459,-0.05621666,0.018928901,0.020214252,0.013791518,-0.036893562,-0.019847833,-0.019847833,-0.007932229,0.011983632,0.026061057,0.001472754,-0.00304107,0.011953586,-0.015625111,-0.020273947,-0.01118354,-0.011136358,-0.046742867,0.039110298,-0.008115419,-0.001949318,0.051168667,0.006955734,0.106901218,0.012271016,-0.041676065
0,0.000576701,0.000625614,0.003550296,0.002908668,-0.014347826,0.009424558,0.008674215,0.007935608,-0.023941774,0.005737428,0.005737428,0.007219376,0.006835467,0.005805515,-0.000653595,-9.63E-05,-0.009143478,0.013026319,0.013460425,-0.000204345,0.010368014,0.005840908,0,0.008704545,0.016357422,0.024639423,0.02235026,0.011613692,0.013562361,0.00483871,8.23E-05,-0.002850018,-0.000294724,-0.001737116,0.054418605,0.013189012,0.015816092,0.023954854,-0.038490566,0.026524285,0.026524285,0.018925711,0.008097166,0.007816761,0.000490757,0.000514056,-0.010659297,0.03958716,0.034900306,-0.007120232,0.015622706,-0.013639264,0.081026183,0.011739765,0.036732661,0.044410413,0.020031712,0.045153142,0.015324006,-0.000801925,0.001401715,-0.000892379,-0.021632535,-0.021566402,-0.014347826,0.033685969,0.032719454,0.031199258,-0.051200894,0.012228261,0.012228261,0.014067995,0.009459459,0.015570617,-0.001306336,-0.002722091,-0.006897918,-0.005722309,-0.007836833,-0.013604011,-0.004849135,-0.040984532,0.039895908,-0.000585467,-0.004066986,0.09470305,0.049024194,0.087081465,0.040683139,-0.008750994,-0.007437071,-8.93E-05,-0.039093484,-0.037946429,-0.081442464,0.033206567,0.03310577,0.031438515,-0.065125665,-0.012263838,-0.012263838,0.00030838,0.010141988,0.031825796,0.000327118,-0.003137104,0.00347874,0.00028394,-0.005173835,-0.011385599,0.001403653,-0.041874255,0.046067253,0.002054547,0.01338851,0.077068857,0.038726279,0.123176111,0.029713325,-0.053757489
0,0.001891313,0.00035727,0.000884434,0.001160093,-0.000882223,-0.005745579,-0.004797683,-0.005736138,-0.000196232,0.002348993,0.002348993,-0.000231214,9.56E-05,0.003391053,-0.001308044,-0.000465624,0.000735734,-0.002029592,-0.003252194,0.001652863,-0.000850449,-0.004893053,0.002363667,0.001329338,0.000120106,0.000293255,-0.003691088,-0.002311178,-0.00228816,0.001607717,0.00503593,-0.001515557,0.003843879,0.003488372,0.053488372,-0.001982518,0.020893305,0.031264582,-0.044448612,0.035714286,0.035714286,0.015182345,0.012389894,0.0178957,-0.001797679,-0.001219336,-0.010200054,0.039133101,0.033884319,0.000870183,0.021312037,-0.00631703,0.063333832,0.025024794,0.033382973,0.046640074,0.025171421,0.049664664,0.019414759,-0.000801925,0.001644717,0.00232683,-0.030830717,-0.029519258,-0.006578947,-0.001802614,-0.001725234,-0.004616597,-0.05857354,0.008099899,0.008099899,0.012409272,0.002876594,0.022197721,-0.001960784,-0.003218369,-0.004490591,-0.015471965,-0.021011379,-0.015460136,-0.011107313,-0.042039243,0.046103965,-0.003788303,-0.011751693,0.067605634,0.03790347,0.076385267,0.019325615,-0.005586592,-0.003687055,0.00241654,-0.027777778,-0.026234133,-0.094,0.020737327,0.023364051,0.022556391,-0.06324692,0.007419899,0.007419899,0.003015542,0.011117556,0.038804855,0.005266623,-0.00261151,0.002586078,-0.00472763,-0.010402421,-0.012164128,-0.004029534,-0.040024753,0.036856171,-0.000247452,0.003253012,0.063610851,0.031045312,0.097673259,0.021797696,-0.050746644
0,0.001317393,0.001339286,0.028571429,0.029548088,-0.038410596,-0.006772009,-0.006276151,-0.004977376,0.002158979,0.017743555,0.017743555,-0.002158495,-0.001242949,-0.003199827,-0.003110675,-0.000514031,0.001881596,-0.005226518,-0.006881889,0.016244078,0.001344593,-0.01303577,0.003659625,0.005242788,-0.008492855,-0.002638522,-0.000304586,0.007176707,-0.003911947,0,0.009026915,-0.000534712,0.04238806,0.041617819,-0.077118644,0.008989176,0.009051445,0.011150707,0.002355713,0.047553411,0.047553411,0.015853084,0.010153757,0.005257433,-0.008306189,-0.002132983,-0.01052217,0.028723123,0.023022947,0.027520385,0.027440059,-0.011693756,0.044230155,0.034694397,0.021563969,0.053576959,0.034251024,0.065273441,0.016671628,0.00483871,0.003211198,0.001339286,-0.021848739,-0.02066685,-0.05345502,0.030541503,0.030174446,0.035432607,-0.037511781,0.021505376,0.021505376,0.013625685,0.003940413,0.023062731,-0.000984413,-0.003427565,-0.00442056,0.003162356,-0.004221846,-0.005668304,-0.010935509,-0.054406398,0.050196759,-0.006383168,-0.003834432,0.07115869,0.045003541,0.091456511,0.014764233,-0.005586592,0.000328407,0.001071142,0.00954033,0.011095306,-0.1288,0.002734731,0.006448641,0.013948127,-0.063291139,0.029810298,0.029810298,0.000386429,0.007134593,0.035480859,0.002139566,-0.004145327,0.004171454,-0.00920719,-0.017477404,0.011148774,0.005788836,-0.036319701,0.054879291,0.015271686,0.001732589,0.061466459,0.044928855,0.122338451,0.018068204,-0.044991818
-0.003210273,0.001805647,0.000178333,0.004009164,0.00365785,-0.008264463,-0.002818182,-0.005217391,-0.007503411,-0.004112808,0.000657895,0.000657895,0.000540791,0.002776182,0.004418395,0.002463459,0.000835731,-0.000820875,0.007855948,0.008307107,0,-0.00518649,-0.008860139,-0.012198487,-0.003357583,0.005537603,-0.008524397,-0.003108969,0.010958945,-0.012826917,-0.003210273,0.00751135,-0.001068662,0.040356083,0.038730344,-0.094719195,-0.017026615,-0.018690745,-0.02632166,-0.033086138,0.027702703,0.027702703,0.010928109,0.006340667,0.013189012,-0.003103054,-0.001138843,-0.006652323,0.016612709,0.014782009,0.028009118,0.013584095,-0.021546547,0.016950356,0.024269611,0.009607199,0.019033233,0.018913371,0.052475077,-0.007040139,0.001612903,0.003452812,0.000267523,-0.027192009,-0.026473799,-0.035714286,0.024087387,0.022966867,0.021411021,-0.033086138,0.026315789,0.026315789,0.016163201,0.007114701,0.024558499,-0.003265839,-0.002466881,-0.005656431,0.023535219,0.013565347,-0.00196907,-0.004058048,-0.047301793,0.053320358,0.002996035,0.014418377,0.043626238,0.04056466,0.098910077,-0.006173446,-0.007194245,0.002134647,0.001249665,0.020966803,0.021770266,-0.109278351,0.003292783,0.005923732,0.017482517,-0.066115702,0.030487805,0.030487805,0.003797861,0.014036786,0.029863166,-0.001145475,-0.002594698,0.001296241,-0.001423573,-0.009315484,0.010916761,0.001040155,-0.041487258,0.042445466,0.013798128,0.007279786,0.062027708,0.047875817,0.147806793,0.005891507,-0.037462703
0,0.005079469,0.001248106,-0.007986309,-0.00476591,0.00462963,0.006472787,0.007729113,0.011454754,0.008849558,-0.01183432,-0.01183432,0.002007567,-0.004200477,-0.017685609,-0.002621232,0.000128467,-0.001643099,0.004269716,0.002827084,0.017032013,0.012636353,-0.005084916,0.009940537,0.010331275,0.007347627,0.014230655,0.003268361,0.013710037,0.003187325,0,0.009462684,0.002052106,0.03021327,0.03257708,-0.084001688,-0.000543183,-0.001822822,0.004550626,-0.020244461,0.012121212,0.012121212,0.012562422,0.004332756,-0.00707804,-0.004578156,-0.000689943,-0.009301234,0.020276551,0.01824372,0.045490034,0.024815031,-0.02261684,0.028245671,0.032286934,0.019008164,0.031975867,0.025005576,0.076592653,-0.001880744,0.001612903,0.008881579,0.002052106,-0.019453059,-0.016348019,-0.033407572,0.005647659,0.006710176,0.019512758,-0.029328288,0.01691475,0.01691475,0.021167768,0.004622941,0.002381825,-0.005553741,-0.002706165,-0.010144892,0.026162264,0.016107976,0.024400967,0.01293167,-0.051027304,0.073453914,0.018543676,0.019878049,0.050030694,0.036231277,0.128264539,-0.003506927,-0.007194245,0.007224959,0.002499331,0.013994169,0.017191977,-0.092809365,0.012379642,0.016521255,0.02471858,-0.058197173,0.01314459,0.01314459,0.001620871,0.007047693,0.013899185,-0.001312336,-0.001955034,0.003415446,0.002840064,-0.006514735,0.040568785,0.010714372,-0.047935056,0.063209824,0.021063622,0.014680903,0.075447972,0.039411955,0.148643639,0.009310191,-0.029249938
0,0.000163026,-0.000534236,-0.028464635,-0.027605634,-0.011520737,0.007155797,0.006391527,0.012910532,0.006042885,-0.00332668,-0.00332668,0.000539416,-0.00047934,-0.008225187,-0.001642576,-0.0002569,-0.000635879,0.000162435,0.000288746,0.009416309,0.003216799,0.008469265,0.004800614,0.005713015,-0.000717446,-0.023677287,-0.007454196,-0.001833597,-0.006023922,-0.003210273,0.010874938,0.003217446,-0.000295858,0.004072135,-0.083333333,0.001441052,0.000544662,0.013943997,-0.003475574,0.011137361,0.011137361,0.012160898,0.005788154,-0.015423698,-0.006700441,-0.000561798,-0.009625365,0.018080128,0.014699043,0.047205599,0.02669554,-0.024726017,0.024233073,0.036970822,0.020141602,0.00210021,0.014455917,0.060748246,-0.008174576,0.001612903,0.00912904,0.001784917,-0.015155931,-0.010604758,-0.042410714,0.022248782,0.022259321,0.039033457,-0.037844892,0.044266295,0.044266295,0.021799008,0,-0.011297376,-0.007932622,-0.000417396,-0.010884186,0.026195083,0.016425961,0.03451097,0.01794969,-0.047687954,0.088696516,0.02422349,0.015307982,0.031182464,0.023240014,0.124799577,-0.007721069,-0.007194245,0.008963079,0.000534807,-0.023692574,-0.018202503,-0.104010025,0.025738007,0.02721342,0.033868917,-0.048663594,-0.009259259,-0.009259259,0.002006482,0.005109419,0.008550186,-0.001806536,-0.001715513,0.002927965,0.002846703,-0.00541215,0.046292507,0.011750924,-0.042903747,0.057986468,0.020734156,0.015431349,0.036945048,0.022610812,0.133361093,-0.003284788,-0.023250117
