CAT_1_Freq,CAT_2_Freq,CAT_3_Freq,Next_Question
0.465909091,0.352272727,0.181818182,1
0.14516129,0.408602151,0.446236559,3
0.321052632,0.468421053,0.210526316,2
0.41314554,0.253521127,0.333333333,2
0.046979866,0.302013423,0.651006711,1
0.188679245,0.037735849,0.773584906,2
0.404761905,0.361904762,0.233333333,2
0.166666667,0.234848485,0.598484848,1
0.678899083,0.137614679,0.183486239,2
0.084210526,0.468421053,0.447368421,1
0.357575758,0.266666667,0.375757576,1
0.508474576,0.118644068,0.372881356,1
0.087837838,0.574324324,0.337837838,3
0.220183486,0.412844037,0.366972477,2
0.548387097,0.435483871,0.016129032,1
0.407563025,0.298319328,0.294117647,2
0.456896552,0.413793103,0.129310345,1
0.322033898,0.491525424,0.186440678,1
0.794520548,0.04109589,0.164383562,1
0.557692308,0.230769231,0.211538462,1
0.471910112,0.129213483,0.398876404,2
0.729508197,0.213114754,0.057377049,1
0.524324324,0.227027027,0.248648649,1
0.134782609,0.434782609,0.430434783,1
0.288793103,0.379310345,0.331896552,1
0.365638767,0.383259912,0.251101322,1
0.246031746,0.126984127,0.626984127,1
0.238095238,0.462585034,0.299319728,1
0.369918699,0.353658537,0.276422764,1
0.156862745,0.362745098,0.480392157,1
0.117117117,0.288288288,0.594594595,3
0.447761194,0.253731343,0.298507463,1
0.421319797,0.365482234,0.21319797,1
0.382352941,0.358823529,0.258823529,3
0.211009174,0.449541284,0.339449541,2
0.866666667,0,0.133333333,1
0.284444444,0.413333333,0.302222222,3
0.504273504,0.162393162,0.333333333,1
0.42920354,0.225663717,0.345132743,2
0.471153846,0.115384615,0.413461538,1
0.365853659,0.260162602,0.37398374,2
0.4,0.26,0.34,1
0.448484848,0.115151515,0.436363636,2
0.722689076,0.109243697,0.168067227,2
0.23255814,0.372093023,0.395348837,1
0.154320988,0.37654321,0.469135802,1
0.316455696,0.183544304,0.5,1
0.064220183,0.073394495,0.862385321,2
0.38125,0.58125,0.0375,1
0.661870504,0.165467626,0.172661871,1
0.345528455,0.284552846,0.369918699,2
0.385057471,0.33908046,0.275862069,1
0.427027027,0.4,0.172972973,2
0.434343434,0.060606061,0.505050505,2
0.325581395,0.395348837,0.279069767,2
0.234375,0.234375,0.53125,2
0.366666667,0.544444444,0.088888889,1
0.342281879,0.630872483,0.026845638,1
0.703296703,0.054945055,0.241758242,1
0.138211382,0.138211382,0.723577236,1
0.115384615,0.115384615,0.769230769,2
0.410714286,0.220238095,0.369047619,1
0.356435644,0.148514851,0.495049505,2
0.538461538,0.051282051,0.41025641,1
0.266666667,0.391666667,0.341666667,1
0.26344086,0.241935484,0.494623656,3
0.235294118,0.196078431,0.568627451,2
0.405594406,0.062937063,0.531468531,2
0.0625,0.511363636,0.426136364,3
0.379310345,0.344827586,0.275862069,3
0.320261438,0.640522876,0.039215686,1
0.043103448,0.267241379,0.689655172,3
0.308943089,0.154471545,0.536585366,2
0.488764045,0.219101124,0.292134831,1
0.66,0.32,0.02,1
0.286713287,0.34965035,0.363636364,1
0.43902439,0.329268293,0.231707317,1
0.579617834,0.299363057,0.121019108,2
0.341346154,0.394230769,0.264423077,1
0.253246753,0.188311688,0.558441558,2
0.65625,0.328125,0.015625,1
0.381294964,0.258992806,0.35971223,1
0.361702128,0.420212766,0.218085106,1
0.5,0.090909091,0.409090909,2
0.509090909,0.345454545,0.145454545,1
0.413043478,0.369565217,0.217391304,1
0.666666667,0.141843972,0.191489362,2
0.331125828,0.238410596,0.430463576,2
0.223880597,0.552238806,0.223880597,1
0.227848101,0.436708861,0.335443038,1
0.375757576,0.606060606,0.018181818,1
0.42364532,0.487684729,0.088669951,1
0.039473684,0.302631579,0.657894737,3
0.430051813,0.512953368,0.056994819,2
0.530864198,0.320987654,0.148148148,2
0.205128205,0.333333333,0.461538462,2
0.163265306,0.31292517,0.523809524,1
0.291845494,0.343347639,0.364806867,1
0.359116022,0.171270718,0.46961326,2
0.87628866,0.072164948,0.051546392,1
0.676470588,0.029411765,0.294117647,1
0.38,0.44,0.18,1
0.231292517,0.102040816,0.666666667,1
0.155555556,0.496296296,0.348148148,1
0.169642857,0.044642857,0.785714286,2
0.132596685,0.436464088,0.430939227,3
0.446327684,0.192090395,0.361581921,1
0.038461538,0.376923077,0.584615385,3
0.256198347,0.314049587,0.429752066,3
0.20212766,0.531914894,0.265957447,1
0.441666667,0.516666667,0.041666667,1
0.304597701,0.206896552,0.488505747,1
0.311377246,0.107784431,0.580838323,3
0.3,0.59,0.11,2
0.41322314,0.301652893,0.285123967,3
0.461165049,0.189320388,0.349514563,2
0.552238806,0.179104478,0.268656716,1
0.544827586,0.172413793,0.282758621,2
0.008064516,0.266129032,0.725806452,1
0.325242718,0.359223301,0.315533981,1
0.503759398,0.421052632,0.07518797,1
0.157024793,0.330578512,0.512396694,1
0.278195489,0.616541353,0.105263158,1
0.465608466,0.518518519,0.015873016,1
0.293877551,0.351020408,0.355102041,1
0.275862069,0.613793103,0.110344828,1
0.437209302,0.134883721,0.427906977,1
0.488888889,0.111111111,0.4,2
0.475409836,0.483606557,0.040983607,1
0.560693642,0.23699422,0.202312139,1
0.430555556,0.143518519,0.425925926,1
0.305389222,0.293413174,0.401197605,1
0.342723005,0.464788732,0.192488263,1
0.33974359,0.384615385,0.275641026,1
0.348993289,0.496644295,0.154362416,1
0.201438849,0.26618705,0.532374101,1
0.5,0.241935484,0.258064516,1
0.669172932,0.045112782,0.285714286,1
0.776699029,0.145631068,0.077669903,2
0.280701754,0.399122807,0.320175439,1
0.405405405,0.540540541,0.054054054,1
0.335078534,0.429319372,0.235602094,3
0.146551724,0.517241379,0.336206897,2
0.1875,0.758928571,0.053571429,1
0.058510638,0.484042553,0.457446809,2
0.724137931,0.137931034,0.137931034,2
0.122807018,0.549707602,0.32748538,1
0.475308642,0.456790123,0.067901235,2
0.303167421,0.352941176,0.343891403,1
0.488188976,0.086614173,0.42519685,1
0.304347826,0.621118012,0.074534161,3
0.279620853,0.417061611,0.303317536,3
0.06097561,0.414634146,0.524390244,1
0.273333333,0.393333333,0.333333333,1
0.058064516,0.548387097,0.393548387,1
0.370212766,0.412765957,0.217021277,2
0.237623762,0.01980198,0.742574257,2
0.12195122,0.707317073,0.170731707,1
0.4921875,0.40625,0.1015625,2
0.511235955,0.264044944,0.224719101,1
0.780821918,0.219178082,0,1
0.28125,0.6875,0.03125,1
0.747572816,0.029126214,0.223300971,2
0.052631579,0.285714286,0.661654135,2
0.205020921,0.380753138,0.414225941,2
0.58041958,0.13986014,0.27972028,2
0.301204819,0.337349398,0.361445783,1
0.305970149,0.440298507,0.253731343,1
0.114285714,0.476190476,0.40952381,1
1,0,0,1
0.331460674,0.539325843,0.129213483,1
0.151041667,0.385416667,0.463541667,1
0.073170732,0,0.926829268,2
0.092198582,0.418439716,0.489361702,2
0.333333333,0.505376344,0.161290323,1
0.156069364,0.485549133,0.358381503,1
0.06122449,0.326530612,0.612244898,2
0.144927536,0.463768116,0.391304348,1
0.472727273,0.163636364,0.363636364,1
0.631578947,0.324561404,0.043859649,1
0.675675676,0.22972973,0.094594595,1
0.191176471,0.191176471,0.617647059,2
0.124293785,0.395480226,0.480225989,2
0.320987654,0.341563786,0.33744856,1
0.427184466,0.087378641,0.485436893,2
0.453488372,0.226744186,0.319767442,1
0.6,0.1875,0.2125,1
0.614035088,0.157894737,0.228070175,1
0.491803279,0.387978142,0.120218579,1
0.575163399,0.241830065,0.183006536,1
0.02173913,0.434782609,0.543478261,3
0.234741784,0.361502347,0.403755869,2
0.486486486,0.248648649,0.264864865,1
0.095238095,0.746031746,0.158730159,1
0.537878788,0.181818182,0.28030303,1
0.225,0.091666667,0.683333333,1
0.042553191,0.212765957,0.744680851,2
0.282828283,0.343434343,0.373737374,1
0.159663866,0.781512605,0.058823529,1
0.516949153,0.423728814,0.059322034,1
0.571428571,0.198412698,0.23015873,1
0.401574803,0.511811024,0.086614173,1
0.221105528,0.336683417,0.442211055,3
0.552631579,0.348684211,0.098684211,3
0.387665198,0.396475771,0.215859031,1
0.382513661,0.546448087,0.071038251,1
0.268041237,0.484536082,0.24742268,3
0.275,0.5875,0.1375,1
0.210526316,0.282894737,0.506578947,2
0.441964286,0.236607143,0.321428571,1
0.410810811,0.389189189,0.2,1
0.205128205,0.141025641,0.653846154,3
0.248587571,0.485875706,0.265536723,3
0.407407407,0.444444444,0.148148148,3
0.041916168,0.359281437,0.598802395,1
0.724489796,0.030612245,0.244897959,1
0.494252874,0.137931034,0.367816092,2
0.262096774,0.342741935,0.39516129,2
0.255230126,0.326359833,0.418410042,3
0.421800948,0.469194313,0.109004739,1
0.243243243,0.603603604,0.153153153,1
0.201923077,0.480769231,0.317307692,3
0.102564103,0.307692308,0.58974359,1
0.629310345,0.344827586,0.025862069,1
0.24822695,0.588652482,0.163120567,1
0.581560284,0.390070922,0.028368794,1
0.342105263,0.189473684,0.468421053,3
0.632,0.128,0.24,1
0.494047619,0.023809524,0.482142857,2
0.066666667,0.444444444,0.488888889,2
0.338461538,0.369230769,0.292307692,3
0.409090909,0.022727273,0.568181818,3
0.230088496,0.10619469,0.663716814,2
0.549382716,0.222222222,0.228395062,1
0.051428571,0.377142857,0.571428571,1
0.351724138,0.6,0.048275862,1
0.168141593,0.433628319,0.398230088,1
0.041666667,0.4,0.558333333,3
0.330578512,0.58677686,0.082644628,3
0.637795276,0.283464567,0.078740157,1
0.190217391,0.47826087,0.331521739,3
0.397435897,0.341880342,0.260683761,1
0.497109827,0.248554913,0.25433526,1
0.398190045,0.262443439,0.339366516,1
0.318681319,0.340659341,0.340659341,1
0.535294118,0.011764706,0.452941176,1
0.343629344,0.378378378,0.277992278,1
0.234782609,0.430434783,0.334782609,1
0.172774869,0.361256545,0.465968586,2
0.512820513,0.005128205,0.482051282,1
0.179310345,0.675862069,0.144827586,1
0.323529412,0.5,0.176470588,1
0.364705882,0.382352941,0.252941176,1
0.305418719,0.216748768,0.477832512,2
0.568965517,0.301724138,0.129310345,1
0.113989637,0.435233161,0.450777202,2
0.24822695,0.085106383,0.666666667,1
0.315789474,0.6,0.084210526,1
0.265536723,0.225988701,0.508474576,1
0.453038674,0.325966851,0.220994475,1
0.613924051,0.14556962,0.240506329,1
0.359375,0.5234375,0.1171875,1
0.225352113,0.309859155,0.464788732,3
0.28313253,0.409638554,0.307228916,1
0.37295082,0.397540984,0.229508197,2
0.192857143,0.685714286,0.121428571,1
0.215909091,0.159090909,0.625,1
0.058823529,0.445378151,0.495798319,1
0.517241379,0.15862069,0.324137931,1
0.319148936,0,0.680851064,1
0.326530612,0.06122449,0.612244898,2
0.060240964,0.445783133,0.493975904,3
0.303964758,0.36123348,0.334801762,1
0.515463918,0.391752577,0.092783505,1
0.490909091,0.363636364,0.145454545,1
0.475961538,0.365384615,0.158653846,1
0.023255814,0.424418605,0.552325581,1
0.056603774,0.801886792,0.141509434,1
0.528089888,0.230337079,0.241573034,2
0.35483871,0.032258065,0.612903226,2
0.1,0.177777778,0.722222222,1
0.300699301,0.475524476,0.223776224,1
0.12962963,0.439814815,0.430555556,1
0.186335404,0.51552795,0.298136646,2
0.109589041,0.849315068,0.04109589,1
0.304878049,0.682926829,0.012195122,1
0.259259259,0.240740741,0.5,1
0.290816327,0.285714286,0.423469388,1
0.452513966,0.379888268,0.167597765,1
0.096774194,0.419354839,0.483870968,1
0.686956522,0.217391304,0.095652174,1
0.035087719,0.728070175,0.236842105,1
0.358381503,0.121387283,0.520231214,2
0.196428571,0.535714286,0.267857143,2
0.319444444,0.5,0.180555556,1
0.376190476,0.147619048,0.476190476,1
0.352941176,0.576470588,0.070588235,1
0.349593496,0.365853659,0.284552846,1
0.008849558,0.513274336,0.477876106,1
0.288135593,0.502824859,0.209039548,1
0.251937984,0.372093023,0.375968992,1
0.541401274,0.012738854,0.445859873,1
0.265536723,0.401129944,0.333333333,1
0.23255814,0.620155039,0.147286822,1
0.592592593,0.135802469,0.271604938,1
0.173076923,0.028846154,0.798076923,2
0.088888889,0.288888889,0.622222222,1
0.19760479,0.556886228,0.245508982,1
0.34057971,0.608695652,0.050724638,1
0.048951049,0.538461538,0.412587413,1
0.289017341,0.36416185,0.346820809,3
0.3046875,0.3515625,0.34375,2
0.411214953,0.373831776,0.214953271,2
0.481818182,0.354545455,0.163636364,1
0.349593496,0.528455285,0.12195122,1
0.137254902,0.303921569,0.558823529,1
0.112903226,0.510752688,0.376344086,2
0.666666667,0.176470588,0.156862745,1
0.465968586,0.497382199,0.036649215,1
0.177777778,0.637037037,0.185185185,1
0.413043478,0.375,0.211956522,1
0.070588235,0.329411765,0.6,1
0.265306122,0.326530612,0.408163265,1
0.513513514,0.135135135,0.351351351,2
0.534722222,0.256944444,0.208333333,1
0.122222222,0.088888889,0.788888889,1
0.010526316,0.526315789,0.463157895,1
0.15,0.2,0.65,1
0.173652695,0.413173653,0.413173653,2
0.543624161,0.087248322,0.369127517,1
0.378151261,0.407563025,0.214285714,1
0.486486486,0.108108108,0.405405405,2
0.286384977,0.464788732,0.248826291,3
0.362637363,0.131868132,0.505494505,1
0.526315789,0.157894737,0.315789474,2
0.477777778,0.288888889,0.233333333,2
0.408163265,0.096938776,0.494897959,1
0.385542169,0.578313253,0.036144578,1
0.431654676,0.489208633,0.079136691,1
0.398104265,0.436018957,0.165876777,2
0.568181818,0.159090909,0.272727273,1
0.453703704,0.148148148,0.398148148,3
0.308219178,0.047945205,0.643835616,2
0.152542373,0.677966102,0.169491525,1
0.35862069,0.337931034,0.303448276,1
0.268907563,0.56302521,0.168067227,1
0.129310345,0.629310345,0.24137931,1
0.452380952,0.271428571,0.276190476,1
0.251461988,0.538011696,0.210526316,1
0.432989691,0.510309278,0.056701031,1
0.65,0.216666667,0.133333333,1
0.595959596,0.01010101,0.393939394,1
0.237179487,0.58974359,0.173076923,1
0.345454545,0.418181818,0.236363636,1
0.474074074,0.444444444,0.081481481,1
0.246153846,0.015384615,0.738461538,2
0.251798561,0.338129496,0.410071942,1
0.403141361,0.298429319,0.298429319,1
0.191919192,0.47979798,0.328282828,2
0.061068702,0.610687023,0.328244275,1
0.395939086,0.172588832,0.431472081,3
0.538461538,0.236686391,0.224852071,1
0.413580247,0.037037037,0.549382716,2
0.147727273,0.602272727,0.25,2
0.266666667,0.418181818,0.315151515,1
0.1875,0.35,0.4625,2
0.381188119,0.163366337,0.455445545,2
0.415204678,0.245614035,0.339181287,1
0.050955414,0.452229299,0.496815287,3
0.131578947,0.289473684,0.578947368,3
0.560283688,0.361702128,0.078014184,1
0.281553398,0.106796117,0.611650485,2
0.336842105,0.494736842,0.168421053,1
0.327272727,0.645454545,0.027272727,1
0.312101911,0.267515924,0.420382166,1
0.677419355,0,0.322580645,1
0.24137931,0.534482759,0.224137931,1
0.441489362,0.25,0.308510638,1
0.485981308,0.392523364,0.121495327,1
0.428571429,0.235023041,0.33640553,1
0.333333333,0.538461538,0.128205128,1
0.349282297,0.28708134,0.363636364,1
0.186602871,0.435406699,0.377990431,1
