id,tweet
2604506552,"""Should You Use the New Twitter.com or a Twitter App?"" ( http://gizmo.do/b4zeBN ) #NewTwitter"
2604462074,"""#NewTwitter Is About 50 Percent Rolled Out � Where�s The Facebook-Style Backlash?"" - http://is.gd/fDoRb"
2604411350,New Twitter Is About 50% Rolled Out � Where�s The Facebook-Style Backlash? http://bit.ly/bqLreq RT @YasirKhan #newtwitter
2604400503,Me! :D it's superb! #newtwitter RT @aquilaasia Who is on the new Twitter? Anyone have a screen shot? Any good new features?
2604396647,"Just checking out the new twitter...not sure what I think. But as they say, a change will do you good. #newtwitter"
2604395808,#NewTwitter Is About 50 Percent Rolled Out � Where�s The Facebook-Style Backlash? - http://bit.ly/a5iUui RT @mikelking
2604393800, #NewTwitter RT @TechCrunch: New Twitter Is About 50 Percent Rolled Out -- Where's The Facebook-Style Backlash? http://tcrn.ch/dyAo
2604389080,twitter keeps bothering me about new twitter. UNDERSTAND ME. i dont want #newtwitter. thanks.
2604285263,"I don't know what everyone is whining about, I actually kinda like the new twitter.  #newtwitter @twitter"
2604209867,@mkemegs #newtwitter (doesn't affect tweetdeck)  http://t.co/SoxyI8w via @mashsocialmedia @mashable
2604174214,RT @jillsmo: THERE IS NO NEW TWITTER ONLY ZOOL #newtwitter
2604081632,RT @youthinking: ~      RT @mashable: New Twitter Design Based on the Golden Ratio [IMAGE] - http://mash.to/2LHbx #n
2604063955,I'm liking the new twitter look & feel so far. Think i will give the tweetdecks et al the flick #newtwitter
2604034038,Wow.. the new twitter looks awesome.. http://lnk.co/NewTwitter #newtwitter
2604001255,"I am trying the New"" #Twitter -  not sure I like it?  If you like pls tell me what you like about it & why? #newtwitter"
2603980783,Apa tuh new twitter? RT @addis_te3: #BREAKINGNEWS baru coba #NEWTWITTER okeee jugaa..
2603947439,oooh...me likes the new Twitter! #newtwitter
2603896891,"me sentindo ""exclu�da"" por ainda n�o ter o new twitter.   :-(   #newtwitter"
2603671312,"not digging this new twitter, no way to know about DMs until I get the email notification  #newtwitter fail"
2603649603,New twitter maksudnya apa sih? RT @annoyingsarah: I'm using the #NewTwitter
2603599971,RT @Darereis2510: How the fuck do you reply to a tweet on the #newtwitter shyt??> There's a new twitter?
2603592320,At first I hated the new twitter page...But now i'm kind of loving it! #Newtwitter
2603579772,where o where is my new twitter? #newtwitter
2603579005,I have no new twitter = (bad luck ...! quieor the new twitter    #NewTwitter
2603573996,"yea what is the new twitter ? lol RT @tatiTHICKUMS    & still, NO #newtwitter . smh."
2603566391,Strange how some of my websites Twitter sub accts have New Twitter and the main accts do not. #newtwitter
2603518004,"voc� j� tem o #newtwitter? gostou? @theisraeljunior � � Tem new twitter!?Aff', tah virando orkut �!?(o_O)Vai � http://4ms.me/ct6X97"
2603434683,RT @jillsmo: THERE IS NO NEW TWITTER ONLY ZOOL #newtwitter
2603355408,"I just left the preview of new @Twitter. Couldn't stand it. Especially the DMs. When they force me on it, fine. #NewTwitter"
2603285356,I finally got the new twitter! #newtwitter omgomgomgomg
2603266523,RT @CharityIdeas: How To Make Backgrounds for #NewTwitter http://bit.ly/9h1c9B via @askdebra @GautamGhosh @shilpiiz @SocialSideMedia
2603217793,RT @Lori_Randall: New Twitter Design Specs for Twitter Backgrounds http://so-kt.tw/4Dl #socialmedia #design #newtwitter
2603174343,#NewTwitter is weeeak. I dont like it at all! Its not even better than twitter now I do not want the new twitter #NotInterested.
2603148902,RT @_paauu_: por que todos tienen #newtwitter menos yo ? | Y U DON'T GIVE ME NEW TWITTER?!
2603146621,THERE IS NO NEW TWITTER ONLY ZOOL #newtwitter
2603140909,RT @TheRealMaca: i have #newtwitter RT if u have the new twitter
2603138140,i have #newtwitter RT if u have the new twitter
2603135146,The #newtwitter is so weird. Seriously. Why is there a new twitter? What was wrong with the old one? Fix it now.
2603128530,"Wow you can preview the media, like youtube vids, directly on new twitter! #newtwitter #ruby definitely rocks!"
2603060887,RT @youthinking: ~      RT @mashable: New Twitter Design Based on the Golden Ratio [IMAGE] - http://mash.to/2LHbx #n
2603057228,"I don't have the ""new twitter""... RT @nodnarb5322: Anybody notice the #NewTwitter doesn't go over capacity. . ."
2603050402,RT @malcolmsheridan: how the hell can i get the new twitter? #newtwitter
2602963131,how the hell can i get the new twitter? #newtwitter
2602952317,Am I the only one who isn't a fan of the new twitter? #newtwitter
2602931252,why don't I have the new twitter interface yet :( #newtwitter #leftout #sad
2602905664,First impressions on the #newtwitter http://bit.ly/9w2Iif (I wouldn't know; still don't have it)
2602895876,#newtwitter WTFFFFF :( I WWWANT THE NEW TWITTER! D:
2602889534,Liking the new twitter layout - what do you think? #newtwitter
2602880938,"@_bashir lazem ie3melolak shi enta.. eno if you tweet from #newTwitter ikon maktob t7t.. ""via New Twitter"" :p"
2602867308,"new twitter. all you did was make things fatter and uglier and a little bit harder to navigate. at least you warned us, i guess. #newtwitte"
2608508496,@Theurbanshogun you got the new twitter yet??? #newtwitter fail!
2608443700,Holy time-saver Batman! RT @RobD4  #photoshop #template of #newtwitter interface to easily customize your background - http://bit.ly/cuOjZ1
2608413570,"Woah, Twitter got a sexy new icon for the not new twitter. #newtwitter still sucks."
2608388608,I love #newtwitter! I wonder does @justinbieber use new twitter too now?
2608351627,Well hello there new twitter #newtwitter
2608343958,I have to indulge since I'm on #oldtwitter RT @identifyourself: 7 Really Cool Things About #newtwitter http://bit.ly/chakqg via @MVPSusi
2608333054,"LOL. I also have the #newtwitter in my other account :) but for this account, I'm not really liking the new twitter :|"
2608297296,New twitter is a facebook baby!! #newtwitter
2608281519,"RT @JustLikeJonas: Maybe #newtwitter is kinda better than twitter, you can tweet and you can also look at someone's profile. but I still ha"
2608263734,How to make Twitter backgrounds for the #newtwitter http://bit.ly/9J7NLo
2608247828,"Maybe #newtwitter is kinda better than twitter, you can tweet and you can also look at someone's profile. but I still hate new twitter."
2608233130,How can I get rid of the #newtwitter banner? I can't use new twitter so there's no point it being there @twitter
2608221876,"Since I'm all about this #NewTwitter, thought it was interesting that the design is based on the golden ratio http://bit.ly/9feRwr"
2608190257,"Mhhh, ok, ""the new Twitter"", is maar weinig ""new"". #newtwitter"
2608161627,"New Twitter, new background for 3DSsupport. Not very different from the previous one. But still... Hope you'll like it! :-) #NewTwitter"
2608032103,yang tau dong di #newtwitter gue kok ga ada tulisan reply ya? is it just on my #new twitter or is it the same to your #newtwitter?
2608025421,RT @natfinn: http://ow.ly/1qYLcY my review:  #NewTwitter v. @hootsuite (via @seoboy)
2608015137,just saw that a new twitter user has the #newtwitter but i don't... where is the company to customer loyalty twitter? im hurt.
2607995792,Okay. The #newtwitter is okay. But I think the #oldtwitter is besser. Also I couldn't see my background so good on the new twitter.
2607993042,I think new twitter was just a hoax invented by the evil people who control the world. #newtwitter
2607949935,RT @shafaave: RT @IDoThat2: I want the #newtwitter!!! (Once you get the new Twitter) I don't want it! I don't want it! #idothat2
2607943616,Need to reformat your Twitter background for the #newtwitter? Follow these guidelines and use the templates here: http://bit.ly/aBXxEy
2607936441,7 Really Cool Things About the New Twitter http://bit.ly/chakqg via @addthis <-Still waiting for the #NewTwitter @Twitter  - please?
2607936362,7 Really Cool Things About the New Twitter http://bit.ly/chakqg via @addthis <-Still waiting for the #NewTwitter @Twitter  - please?
2607912874,this new twitteR is better. #NewTwitter
2607799225,New twitter has greatly impacted negatively my tweetdeck use. #newtwitter
2607794795,What new twitter :/ RT @JuicyJemma I kinda like the #NewTwitter!
2607769408,A new Twitter experience is coming! Learn more about it� #NewTwitter
2607755546,I've now got new Twitter (#NewTwitter)!  Yippee!  #fb
2607732560,Have new twitter #newtwitter #sowhat
2607706434,New Twitter (#NewTwitter) Is Here! - http://bit.ly/d8fhaL #seo
2607705074,Is tweeting too much the reason why I don't get the #newtwitter? Even @AOM_TJP got the new twitter!!
2607700366,What do you think of #newtwitter so far? @socialmedia2today found 7 cool things: http://bit.ly/9dLl3y  #twitter #sm
2607674373,New Twitter Is About 50 Percent Rolled Out � Where�s The Facebook-Style Backlash? #newtwitter http://bit.ly/912nFN
2607657849,Want to know what size the #NewTwitter background should be? @froginthefield ... @NikkiPilkington has a fab guide http://bit.ly/NikkiP
2607648565,RT @natfinn: http://ow.ly/1qYLcY my review: #NewTwitter v. @hootsuite (via @seoboy)
2607591836,http://ow.ly/1qYLcY my review:  #NewTwitter v. @hootsuite (via @seoboy)
2607581140,"The new twitter is weird as hell, but it looks great! #newtwitter"
2607473910,new twitter has finally reached me... and hmm.. @twitter.. i really do like it but still don't feel like it is 'Zing!' material #newtwitter
2607442739,new twitter gimana sih?RT @geriandoAR: sumpah #newtwitter ribet banget
2607429571,"Stuff has moved! Is new twitter still new enough that I have to hate it because it is different, or is everyone used to it now? #newtwitter"
2607414409,RT @great_fridays: New Twitter + Fibonacci sequence. Pretty cool. http://flic.kr/p/8EUKTw #newtwitter
2607392534,@BeadedClaire new twitter does not work for me in FF #newtwitter works fine in Chrome
2607354574,Am loving new Twitter layout...am I right to love it? #newtwitter
2607306020,I'm insane with new twitter!It's better than it used to be. #NewTwitter is the BEST!
2607250747,New Twitter + Fibonacci sequence. Pretty cool. http://flic.kr/p/8EUKTw #newtwitter (via @great_fridays)
2607199582,new twitter itu keren sekali (y) #NewTwitter
2607103274,"ps. love the new twitter, so much better then the the previous version! #newtwitter"
2607094534,@lirianeves na primeira p�gina(login) do twitter em cima est� escrito: A new Twitter experience is coming! Learn more about it� #NewTwitter
2607093756,#NewTwitter #Halloween spooky goings on in new twitter logo  http://yfrog.com/14m0kg
2607069226,RT @great_fridays: New Twitter + Fibonacci sequence. Pretty cool. http://flic.kr/p/8EUKTw #newtwitter
2607041610,RT @nourawalan: I want the new twitter. I'll sue for discrimination if they don't give it to me. #newtwitter
2607036411,I want the new twitter. I'll sue for discrimination if they don't give it to me. #newtwitter
2607013520,where is new twitter??! #newtwitter
2607007867,i dont get #newtwitter yet :( AHHHHH I WANT NEW TWITTER !!!!
2606996900,New Twitter + Fibonacci sequence. Pretty cool. http://flic.kr/p/8EUKTw #newtwitter
2606959194,"Yeah, me too! I prefer #NewTwitter. It's better. RT @CyruzMileyFan: New twitter isn't stupid, It rocks !"
2606922665,"ok, finnaly got new twitter activated...time to check it out #newtwitter"
2606874181,"New Twitter is a sack of horse deposit. The right-hand column didn't need extending, it was fine. The main content is the feed! #newtwitter"
2606836523,"Probably a stupid question, but how do I retweet with new twitter please?? #newtwitter"
2606801004,new twitter is amazing! #newtwitter
2606798944,"Twitter, Y U NO LET ME EXPERIENCE NEW TWITTER?! #NewTwitter #YUNO"
2606752356,Wish I had the new twitter! #newtwitter
2606735245,New Twitter is 50% rolled out - but no Facebook-style backlash?!: http://ow.ly/2MMQu #newtwitter
2606715912,@6000 Just 41px on either side to gtd branding visibility. Not much at all. Check here for %'s visible:  http://bit.ly/at0Jf9  #newtwitter
2606689135,"welcome to #NewTwitter , ternyta new twitter beneran (y)"
2606614428,"new twitter should have options to hide right hand news, trends... #newtwitter"
2606603661,is now looking at the new Twitter? #NewTwitter
2606601150,I still haven't had the new twitter. #newtwitter
2606597634,RT @vikot: this roll out of new twitter is the slowest roll out in history #newtwitter
2606554764,"minta link new twitter dong :) RT @KURNIAWXYZ RT ""@bernadettaCh: #newtwitter aksesnya lebih cepet ! :D"""
2606531664,i can't tell anyone about the new twitter layout because i still got the old one :< #newtwitter #when @twitter
2606490648,Here's a thoughtful retort from digital marketing dude @johnfurnari to my blog assassination of #newtwitter http://t.co/nwiqvJs
2606477321,"RT @jakelangwith: Yep, I like this new twitter. Its a cooler design but do check your backround image. Needs re design now to scale #newtwi"
2606472979,"Yep, I like this new twitter. Its a cooler design but do check your backround image. Needs re design now to scale #newtwitter"
2606456587,I think my PC Twitter is broken: everyone seems to have access to the new Twitter except from me! #NewTwitter
2606409504,huh. i havent got new twitter yet :( RT: @me_rony: my first tweet from #newtwitter
2606346863,I like the new twitter. What's there to complain about? #newtwitter
2606340672,I quite like the new Twitter but miss the bit where you'd see the people that someone had in common with you :( #newtwitter
2606336623,Love the #newtwitter interface - very cool shortcuts and navigation! have a squiz http://bit.ly/bLxumH
2606323107,http://bit.ly/dunjIZ New Twitter design uses the golden ratio.! & the ratio doesn't make any sense.! lolzz #newtwitter
2606314773,"""Real time web"" :-))) RT @vikot: this roll out of new twitter is the slowest roll out in history #newtwitter"
2606301679,this roll out of new twitter is the slowest roll out in history #newtwitter
2606299374,is gettin himself used to the new twitter interface #newtwitter
2606291193,So i've had the new twitter yet I didn't even know lol #NewTwitter
2606244585,"@twitter your #newtwitter design, you probably forget, the new twitter design makes the background seems useless"
2606210494,@itched The new twitter is ugly. #newtwitter
2606155946,#NewTwitter Is About 50 Percent Rolled Out � Where�s The Facebook-Style�Backlash? http://t.co/nZcSwwo via @techcrunch INTERVIEW
2606144182,Oca udah pake new twitter?RT @ocaocca: who loves the #newtwitter ?
2606138022,Using new Twitter UI ! #newtwitter
2606094170,#NewTwitter Is About 50 Percent Rolled Out � Where�s The Facebook-Style�Backlash? http://t.co/f07Gdmd via @techcrunch #facebook vs #twitter
2606039228,nyobain new twitter...seru juga nih #newtwitter
2606034857,i still dont experience the new twitter #NewTwitter
2606032622,likes the new twitter #newtwitter
2606031432,I'm on that new twitter thing. It's quite pretty and has much more information. Nom nom. #newtwitter
2606020377,"An other new thing for me is New Twitter. Nice, but I'll not use it because I need a client that does identi.ca and buzz too. #newtwitter"
2605931579,* Woah the new Twitter web interface is pretty awesome. Nice work. #newtwitter LOL
2605876066,"Using new twitter, eyes on fire #newtwitter"
2605869934,Wow!!!this is a new twitter #newtwitter
2605828390,Woah the new Twitter web interface is pretty awesome. Nice work. #newtwitter
2611150457,Five Tweetworthy Observations About the New Twitter Interface http://adage.com/u/wU9Saa #newtwitter
2611143777,"#newtwitter If i open my account in IE ,I can see new twitter but in chrome I cant see new twitter interface..Conspiracy against Google?"
2611071279,http://j.mp/9WOM3n - New Twitter has Gist Support! - fajny ten #newtwitter
2610987373,@Elyse_D that is just me rationalizing not having #NewTwitter. I want to try new twitter too.
2610984920,I've already tried the new Twitter.  Gonna stick with the old Twitter a little while longer.  #newtwitter
2610939320,"RT @skipdeez: I really like the new twitter after using it for a few days... I think you will, too... #newtwitter"
2610899997,RT @Firespring: Twitter has changed. Check out what that means to you. http://bit.ly/b0yvEC #newtwitter #firespring #marketing
2610854918,Need your opinion or ideas on my new Twitter background please http://twitter.com/#!/maxsens #newTwitter
2610768887,RT @Idothat2: I want the #newtwitter!!! (Once you get the new Twitter) I don't want it! I don't want it! #idothat2
2610765376,"I really like the new twitter after using it for a few days... I think you will, too... #newtwitter"
2610763067,the new twitter UI looks decent. #NewTwitter
2610762953,RT @Idothat2: I want the #newtwitter!!! (Once you get the new Twitter) I don't want it! I don't want it! #idothat2
2610754635,RT @Idothat2: I want the #newtwitter!!! (Once you get the new Twitter) I don't want it! I don't want it! #idothat2
2610750461,RT @Idothat2: I want the #newtwitter!!! (Once you get the new Twitter) I don't want it! I don't want it! #idothat2
2610724972,No one will see your custom background on the #Newtwitter. #fail How it affects #Adult film stars: http://bit.ly/cAyftU
2610636429,"Great! Funny how users all have to modify backgrounds to accommodate #newtwitter, huh? RT @Vocus Brand new Twitter background -- thoughts?"
2610563657,Why am still not on new Twitter...I feel kinda excluded :-(  Is it something I said? #newtwitter
2610526106,@twitter Why I don�t have the new Twitter? #newTwitter
2610509770,What does everyone think of the new Twitter?  I think the right-hand column is too wide for my liking.  Boo!  Hiss!  #newtwitter
2610504146,Shouldn't the new twitter bird have an eye?  #NewTwitter
2610499261,i like this new twitter kindda cool.. #NewTwitter
2610491799,WTF where is my new Twitter??? #NewTwitter
2610481929,Twitter has changed. Check out what that means to you. http://bit.ly/b0yvEC #newtwitter #firespring #marketing
2610449029,Meet the new Twitter. What are your thoughts? #NewTwitter http://fb.me/yG4dxLpY
2610439556,"People actually go to Twitter.com? RT @rcheckal I actually enjoy new Twitter, good job guys! #newtwitter"
2610421855,#newtwitter com on!!! please give me the new twitter
2610412695,What does #newtwitter mean for marketers? How do the design changes impact it as a marketing tool? #sem #marketing - http://ow.ly/2MY3F
2610405853,hello new twitter :D #newtwitter
2610334117,I wrote about it here: http://mattersofgrey.com/the-new-twitter/ RT @AlwaysSunnyFX: #newtwitter #latecomplainer #haventseenitbefore #sunnyf
2610326765,"Meet the new Twitter! ""Video is not available"" #NewTwitter #fail"
2610316332,new twitter is new. #newtwitter
2610302927,It freezes my work computer! RT @steeners41 New @twitter SUCKS!!! It keeps freezing up my internet. I HATE YOU #newtwitter
2610291723,New @twitter SUCKS!!! It keeps freezing up my internet. I HATE YOU #newtwitter
2610149147,The #newtwitter design is based on the Golden Section http://bit.ly/9fnNYm #fibonaccispiral #divineproportion
2610130366,"Wow, #NewTwitter looks cool! Not that I have it yet of course... *sigh* http://tiny.cc/7gimf"
2610125008,"I actually enjoy new Twitter, good job guys! #newtwitter"
2610116082,RT @great_fridays: New Twitter + Fibonacci sequence. Pretty cool. http://flic.kr/p/8EUKTw #newtwitter
2610095608,Hmm. Hey new twitter format.  Figuring this out. Not bad so far.  #newtwitter
2610041916,Trying to get down the layout of the new Twitter. It feels so foreign! #NewTwitter #Adjustments
2610029942,new twitter is awesome #newtwitter
2610015430,I freakn love the new twitter! :) #NewTwitter
2610013809,@lselenalgomezl Isn't it better now? I think it's. What do you think about the new twitter? #newtwitter
2609996701,@lselenalgomezl I don't know.. :( Go to the new twitter #newtwitter if you don't have the new twitter. Then you will see my profile i think
2609978009,"Tried the New Twitter Yet? | Ask MyWebGal, Deb Augur http://bit.ly/aNR84V (quick video highlighting the new twitter) #newtwitter"
2609922634,@YumiUK Have you seen the new standards for the #newtwitter for designing backgrounds http://bit.ly/bKK4Oe
2609906650,Follow him then if you want the #newtwitter RT @xOMGASKARTH: twitter is just a RACIST! only justin bieber fans get the new twitter.
2609904744,#NewTwitter still buggy - go back to standard Twitter... I thought New Twitter was finished and just rolling out slowly - not still Beta...
2609896696,Finally got the new Twitter. Hurray. #newtwitter
2609877365,Still don't have it :(   RT @SocialMedia411 New Twitter Is About 50 Percent Rolled Out (TechCrunch): http://tcrn.ch/dkJduT #newtwitter
2609872765,"has anyone got new twitter? im so fucked off, i still � � I got #newtwitter and sometimes I miss the old one...i� http://4ms.me/aCbmoT"
2609855722,RT @iphonegirl: Need Help Fixing Your Background to Fit the New Twitter? http://amplify.com/u/bk1r #NewTwitter
2609810925,"@doriesa Hey, sorry for the late response, I must have missed your message. #newtwitter, is the new twitter layout that twitter is releasin"
2609774243,"Can somebody show me a screen shot of what this hypothetical ""new"" Twitter is supposed to look like? #newtwitter"
2609730226,"Not sure about this new Twitter design - it's different, it's slower.... #newtwitter"
2609692150,I just got the #newtwitter video upon signing in but didn't get the new twitter yet. Ah.
2609684200,"+1 c'est tr�s p�nible, veux pas le #newtwitter RT @roxannevarza Hmmm the new twitter doesn't let me reply to multiple people at once. #fail"
2609648782,Apaan sih New Twitter? Twitter dr web ato Twitter for BB ? RT @muse2608: is trying the new look of #NewTwitter
2609579696,#newtwitter fail - can't make follow friday list with out cutting and pasting cant see posts past 1 hour - new twitter sucks
2609558582,I updated twitter with new twitter software last night. Still need 2 discover the 'newness' of the #newtwitter. Or am I missing something?
2609552011,Hmm new twitter. Would be cool if I actually used the Twitter page instead of using Chromed Bird all the time. #newtwitter
2609530833,RT @Shiryunasha: I Don't Have The New Twitter :( #NewTwitter :(
2609520960,I Don't Have The New Twitter :( #NewTwitter :(
2609515366,Give Your #Vote: Do You Like the New Twitter? http://ow.ly/2N1cP (via http://ow.ly/2N1fl )  #NewTwitter
2609505113,Vote: Do You Like the New Twitter? http://ow.ly/2N1cP (via http://ow.ly/2N1fl ) #NewTwitter bringing more potential.
2609462834,Why don't I have new twitter yet? Life hates me. #newtwitter
2609374028,We don't need no stinkin' new twitter! RT @jakestetler: Why don't I have the #NewTwitter yet?
2609369343,New twitter's got gorgeous fonts ! #NewTwitter
2609360733,testando o new twitter :D     #Estranho   #newtwitter
2609328806,RT @Mantium11: sudo apt-get update && sudo apt-get install new-twitter  a chin me confundi esta no es mi terminal pero ya pronto !!!! #newt
2609307480,sudo apt-get update && sudo apt-get install new-twitter  a chin me confundi esta no es mi terminal pero ya pronto !!!! #newtwitter
2609294142,#NewTwitter is it less sexy? How its affecting #adult stars  http://bit.ly/cAyftU
2609290996,"Not digging the new twitter, ruins my background! #newtwitter"
2609289056,Ummm new Twitter? Am I that behind? What's the difference? I will keep it for now I guess... #NewTwitter
2609287485,New Blog Post: Features Of The New Twitter UI - http://goo.gl/fb/WErjA #newtwitter #awesome
2609286724,RT @Idothat2: I want the #newtwitter!!! (Once you get the new Twitter) I don't want it! I don't want it! #idothat2
2609257574,New twitter is supposed to be rolled out to 50% of users... Where's mine? #newtwitter
2609253740,"Quite liking the new Twitter, maybe a little cluttered but at least it's all there. Have to redesign my home page though. #NewTwitter"
2609247850,RT @tweetyQuote: R E T W E E T--> New Twitter? Get a Direct Message When you're Eligible  #NewTwitter
